Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Gotu Kola Sambol, Elumas Curry, Bitter Gourd Curry, Fish Patties","Red Rice with Gotu Kola Sambol, Elumas Curry, Bitter Gourd Curry, Fish Patties","Red rice, Gotu Kola,  Coconut,  Onion, Goat,  Coconut milk,  Spices, curry leaves, Bitter gourd, Fish,  Flour,  Oil","160.0, 120.0, 120.0, 40.0, 45.0, 49.0, 250.0, 60.0, 10.0, 25.0, 10.0, 40.0","SLA009, SLD048, SLI006, SLD060, SLH018, SLK004, SLK009, SLD013, SLF036,  SLF034,  SLJ002"
Red Rice,"Cabbage Mallung, Sesame Seed Sambol, potatoe cheese Balls, Indian Fish Curry","Red Rice with Cabbage Mallung, Sesame Seed Sambol, potatoe cheese Balls, Indian Fish Curry","Red rice, Cabbage,  Coconut,  Spices, Sesame seed,  Chili,  Onion, cheese,  Potatoes,  pepper, Fish,  Coconut milk,  chillies","160.0, 120.0, 120.0, 80.0, 30.0, 15.0, 150.0, 50.0, 20.0, 60.0, 60.0, 10.0, 60.0","SLA009, SLD021, SLI006, SLK004, SLI023, SLK002,  SLD060, SLG002,  SLB006,  SLK018, SLF034, SLI005"
Red Rice,"Thalapath Fish Curry, Bitter Leaf Curry, Breadfruit Chips, Coriander Sambol","Red Rice with Thalapath Fish Curry, Bitter Leaf Curry, Breadfruit Chips, Coriander Sambol","Red rice, Thalapath fish,  Coconut milk,  Spices, Bitter leaves,  Chillies, Breadfruit,  Oil,  Salt, Coriander,  Coconut,  pepper","160.0, 120.0, 150.0, 200.0, 75.0, 150.0, 50.0, 20.0, 60.0, 40.0, 30.0, 60.0","SLA009, SLF006, SLI006, SLK004, SLD013, SLI005, SLK002, SLJ002, SLK006, SLK018"
Red Rice,"Beetroot Curry, Banana Blossom Curry, Bottle Gourd Curry, Polos Ambula","Red Rice with Beetroot Curry, Banana Blossom Curry, Bottle Gourd Curry, Polos Ambula","Red rice, Beetroot,  Coconut milk,  Spices, curry leaves, Banana blossom, Bottle gourd,  Chillies, Jackfruit,  coconut milk,  chillies,  curry leaves","160.0, 120.0, 136.0, 180.0, 80.0, 15.0, 20.0, 100.0, 25.0, 10.0, 80.0, 30.0","SLA009, SLB001, SLI006, SLK004, SLE010, SLD015, SLI005, SLK002, SLD049, SLK009"
Red Rice,"Jackfruit Curry, Carrot Curry, Bean Curry, Sesame Seed Sambol","Red Rice with Jackfruit Curry, Carrot Curry, Bean Curry, Sesame Seed Sambol","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Carrot, Beans, Sesame seed,  Chili,  Onion","160.0, 120.0, 130.75, 270.0, 40.0, 15.0, 40.0, 40.0, 30.0, 50.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLB002, , SLD060, SLI023, SLK002,  SLD060"
Red Rice,"Octopus Curry, Radish Sambol, Kochchi Sambol, Tender Jackfruit Fry","Red Rice with Octopus Curry, Radish Sambol, Kochchi Sambol, Tender Jackfruit Fry","Red rice, Octopus,  Coconut milk,  Chillies, Radish,  Coconut,  pepper, Green chili, Jackfruit,  Oil","160.0, 120.0, 120.0, 200.0, 75.0, 40.0, 180.0, 60.0, 10.0, 30.0","SLA009, SLF042,  SLI005, SLK002, SLB007, SLI005, SLK018, SLD049, SLJ002"
Red Rice,"Fish Ambul Thiyal, Dhal Curry, Jackfruit Curry, Carrot Curry","Red Rice with Fish Ambul Thiyal, Dhal Curry, Jackfruit Curry, Carrot Curry","Red rice, Fish,  Goraka,  Spices, Dhal,  Coconut milk, Termeric powder, Jackfruit, curry leaves, Carrot","160.0, 120.0, 120.0, 230.0, 1.5, 110.0, 60.0, 10.0, 10.0, 0.25","SLA009, SLF006, SLE027, SLK004, SLC001, SLI006, SLK019, SLE024, SLK009, SLB002, "
Red Rice,"Mango Curry, Vegetable Balls, Maalu Badun, Chickpea Salad","Red Rice with Mango Curry, Vegetable Balls, Maalu Badun, Chickpea Salad","Red rice, Mango,  Coconut milk,  Spices, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Fish,  Oil, Chickpeas,  Carrot,  Cabbage","160.0, 120.0, 120.0, 200.0, 75.0, 30.0, 90.0, 150.0, 30.0, 180.0, 30.0, 60.0, 30.0, 30.0","SLA009, SLE030, SLI006, SLK004, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLF035, SLJ002, SLI013, SLD021"
Red Rice,"Banana Blossom Curry, Ulundu Wade, Seeni Sambol, Dhal Vade, Polos Ambula","Red Rice with Banana Blossom Curry, Ulundu Wade, Seeni Sambol, Dhal Vade, Polos Ambula","Red rice, Banana blossom,  Coconut milk,  Spices, Urad,  flour,  Oil, Onion,  Sugar,  chillii, Lentils,  chillie, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 150.0, 150.0, 100.0, 40.0, 20.0, 220.0, 120.0, 60.0, 150.0, 10.0, 10.0, 15.0, 30.0, 80.0, 30.0","SLA009, SLE010, SLI006, SLK004, SLI020,  SLA08,  SLJ002, SLK016, SLC009, SLK002, SLJ002, SLD049, SLI005, SLK009"
Red Rice,"Bitter Leaf Curry, Mustard Greens Curry, Ulundu Wade, Cauliflower Pickle, Kappa Masala","Red Rice with Bitter Leaf Curry, Mustard Greens Curry, Ulundu Wade, Cauliflower Pickle, Kappa Masala","Red rice, Bitter leaves,  Coconut milk,  Chillies, Mustard greens, Urad,  flour,  Oil, Cauliflower,  Garlic, Cassava,  Coconut","200.0, 150.0, 190.0, 450.0, 100.0, 75.0, 30.0, 130.0, 80.0, 200.0, 50.0, 20.0","SLA009, SLD013, SLI005, SLK002, SLI025,  SLI005,  SLK002, SLI020,  SLA08,  SLJ002, SLD031, SLJ002, SLK011, SLI014"
Red Rice,"Fish Ambul Thiyal, Chicken Curry, Drumstick Curry, Mango Curry, Sweet Corn Curry","Red Rice with Fish Ambul Thiyal, Chicken Curry, Drumstick Curry, Mango Curry, Sweet Corn Curry","Red rice, Fish,  Goraka,  Spices, Chicken,  Coconut milk, Drumstick, Mango, Sweet corn,  Chillies","200.0, 150.0, 150.0, 610.0, 2.0, 75.0, 30.0, 40.0, 25.0, 50.0","SLA009, SLF006, SLE027, SLK004, SLH006, SLI006, SLD041, SLE030, SLD037,  SLI005 , SLK002"
Red Rice,"Bathala Curry, Okra Curry, Sinhala Achcharu, Maalu Badun, Polos Ambula","Red Rice with Bathala Curry, Okra Curry, Sinhala Achcharu, Maalu Badun, Polos Ambula","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Okra,  Chillies, Carrot,  onion,  green chillies,  Vinegar, Fish,  Oil, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 150.0, 162.0, 150.0, 50.0, 20.0, 200.0, 75.0, 30.0, 90.0, 105.0, 30.0, 20.0, 90.0, 15.0, 80.0, 30.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLD053,  SLI005, SLK002, SLB002, SLD060, SLI017, SLF035, SLJ002, SLD049, SLI005"
Red Rice,"Chicken Curry, Mustard Greens Curry, potatoe cheese Balls, Jaffna Crab Curry, Kiri Hodi","Red Rice with Chicken Curry, Mustard Greens Curry, potatoe cheese Balls, Jaffna Crab Curry, Kiri Hodi","Red rice, Chicken,  Coconut milk,  Spices, Mustard greens,  Chillies, cheese,  Potatoes,  pepper, Crab, Coconut milk","200.0, 150.0, 190.0, 200.0, 40.0, 300.0, 75.0, 30.0, 90.0, 120.0, 25.0","SLA009, SLH006, SLI006, SLK004, SLI025,  SLI005,  SLK002, SLG002,  SLB006,  SLK018, SLF045, SLK002, SLI005"
Red Rice,"Parippu, Bathala Curry, Devilled Fish, Bean Curry, Indian Fish Curry","Red Rice with Parippu, Bathala Curry, Devilled Fish, Bean Curry, Indian Fish Curry","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Sweet potato, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Beans,  chillies","200.0, 150.0, 221.0, 230.0, 50.0, 20.0, 40.0, 55.0, 9.0, 150.0, 30.0, 15.0, 0.5, 60.0","SLA009, SLC001, SLI006, SLK004, SLK019, SLB010, SLK009, SLF006, SLD060, SLF034, SLI005, SLK002"
Red Rice,"Kohila Curry, Seer Fish Curry, Dry Fish Curry, Polos Mallum, Batu Moju","Red Rice with Kohila Curry, Seer Fish Curry, Dry Fish Curry, Polos Mallum, Batu Moju","Red rice, Kohila,  Coconut milk,  Chillies, Seer fish, Dry fish, Jackfruit,  Coconut,  oil, Eggplant,  garlic","200.0, 150.0, 220.0, 600.0, 100.0, 75.0, 50.0, 20.0, 100.0, 30.0, 5.0","SLA009, SLB004,  SLI005, SLK002, SLF025, SLF020,  SLK002, SLE024, SLI005, SLJ002, SLD019, SLK011"
Red Rice,"Pol Sambol, Devilled Fish, Bitter Gourd Salad, Papaya Curry, Murukku","Red Rice with Pol Sambol, Devilled Fish, Bitter Gourd Salad, Papaya Curry, Murukku","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Fish,  Curry leaves, salt, Onion, Bitter gourd,  Coconut, Papaya,  Coconut milk,  Spices, flour","200.0, 150.0, 170.0, 200.0, 25.0, 200.0, 40.0, 1.0, 80.0, 150.0, 75.0, 30.0, 50.0, 20.0, 50.0, 20.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLF006, SLI006, SLD060, SLD013, SLE038, SLA08,  SLK002"
Red Rice,"Carrot Curry, Octopus Curry, Egg Curry, Carrot curry, Batu Moju","Red Rice with Carrot Curry, Octopus Curry, Egg Curry, Carrot curry, Batu Moju","Red rice, Carrot,  Coconut milk,  Spices, Octopus,  Chillies, Egg,  chillies, curry leaves, Eggplant,  garlic","200.0, 200.0, 220.0, 250.0, 80.0, 350.0, 75.0, 100.0, 40.0, 10.0, 5.0","SLA009, SLB002, SLI006, SLK004, , SLF042,  SLI005, SLK002, SLH001, SLI005, SLK009, SLD019, SLK011"
Red Rice,"Cuttlefish Curry, Capsicum Curry, Tapioca Chips, potatoe cheese Balls, Spicy Crab","Red Rice with Cuttlefish Curry, Capsicum Curry, Tapioca Chips, potatoe cheese Balls, Spicy Crab","Red rice, Cuttlefish,  Coconut milk,  Spices, Capsicum,  Chillies, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper, Crab","200.0, 150.0, 190.0, 250.0, 100.0, 200.0, 75.0, 40.0, 150.0, 130.0, 20.0, 20.0, 60.0, 60.0","SLA009, SLF019, SLI006, SLK004, SLF045,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018, SLJ002"
Red Rice,"Gotu Kola Sambol, Devilled Fish, Ala Badun, Breadfruit Chips, Garlic curry","Red Rice with Gotu Kola Sambol, Devilled Fish, Ala Badun, Breadfruit Chips, Garlic curry","Red rice, Gotu Kola,  Coconut,  Onion, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, Breadfruit, Garlic,  Coconut milk,  chillies,  curry leaves ","200.0, 150.0, 150.0, 50.0, 60.0, 60.0, 200.0, 40.0, 20.0, 0.75, 140.0, 180.0, 90.0, 90.0, 60.0, 50.0, 20.0, 10.0, 5.0","SLA009, SLD048, SLI006, SLD060, SLF006, SLK004, SLB006, SLJ002, SLK011, SLI005, SLK002, SLK009"
Red Rice,"Cuttlefish Curry, Cashew Curry, Leeks Curry, Fish Patties, Simmered Fish Roe","Red Rice with Cuttlefish Curry, Cashew Curry, Leeks Curry, Fish Patties, Simmered Fish Roe","Red rice, Cuttlefish,  Coconut milk,  Spices, Cashew,  Chillies, Leeks, Fish,  Flour,  Oil,  flour,  egg","200.0, 150.0, 220.0, 250.0, 100.0, 350.0, 75.0, 80.0, 20.0, 110.0, 70.0, 30.0","SLA009, SLF019, SLI006, SLK004, SLI004,  SLI005, SLK002, SLD055, SLF036,  SLF034,  SLJ002, SLF054, SLA018, SLH001"
Red Rice,"Pol Sambol, Gotu Kola Sambol, Chicken Curry, Sinhala Achcharu, Spicy Crab","Red Rice with Pol Sambol, Gotu Kola Sambol, Chicken Curry, Sinhala Achcharu, Spicy Crab","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Gotu Kola,  Coconut, Chicken,  Coconut milk,  Spices, Carrot,  onion,  green chillies,  Vinegar, Crab,  Oil","200.0, 150.0, 150.0, 220.0, 25.0, 40.0, 60.0, 60.0, 30.0, 15.0, 60.0, 70.0, 30.0, 20.0, 70.0, 20.0, 10.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD048, SLI006, SLD060, SLH006, SLB002, SLK002, SLI017, SLF045, SLJ002"
Red Rice,"Bathala Curry, Bitter Gourd Salad, Beef Curry, Pineapple Pickle, Beetroot curry","Red Rice with Bathala Curry, Bitter Gourd Salad, Beef Curry, Pineapple Pickle, Beetroot curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Bitter gourd,  Coconut,  Onion, Beef,  Chillies, Pineapple,  pepper,  salt, Beetroot,  chillies","200.0, 150.0, 185.0, 150.0, 80.0, 20.0, 12.0, 200.0, 75.0, 180.0, 50.0, 20.0, 100.0, 10.0, 70.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLD013, SLH016,  SLI005, SLK002, SLE041,  SLK018, SLB001, SLI005"
Red Rice,"Seer Fish Curry, Prawn Curry, Fish Cutlets, potatoe cheese Balls, Polos Ambula","Red Rice with Seer Fish Curry, Prawn Curry, Fish Cutlets, potatoe cheese Balls, Polos Ambula","Red rice, Seer fish,  Coconut milk,  Chillies, Prawn, Fish,  Potatoes, cheese,  pepper, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 150.0, 190.0, 540.0, 100.0, 75.0, 50.0, 100.0, 60.0, 60.0, 10.0, 80.0, 30.0","SLA009, SLF025,  SLI005, SLK002, SLF043, SLF034,  SLB006,  SLK002, SLG002,  SLK018, SLD049, SLI005, SLK009"
Red Rice,"Carrot Curry, Jaffna Crab Curry, Cauliflower Pickle, Simmered Fish Roe, Jackfruit Mallum","Red Rice with Carrot Curry, Jaffna Crab Curry, Cauliflower Pickle, Simmered Fish Roe, Jackfruit Mallum","Red rice, Carrot,  Coconut milk,  Spices, Crab,  Chillies, Cauliflower,  Oil,  Garlic, Fish,  flour,  egg, Jackfruit,  Coconut","200.0, 150.0, 170.0, 250.0, 80.0, 200.0, 75.0, 70.0, 300.0, 100.0, 140.0, 60.0, 20.0, 10.0","SLA009, SLB002, SLI006, SLK004, , SLF045,  SLI005, SLK002, SLD031, SLJ002, SLK011, SLF054, SLA018, SLH001, SLD049, SLI005"
Red Rice,"Polos Curry, Bitter Gourd Curry, Fish Patties, Vegetable Balls, Garlic curry","Red Rice with Polos Curry, Bitter Gourd Curry, Fish Patties, Vegetable Balls, Garlic curry","Red rice, Jackfruit,  Coconut milk,  Spices, curry leaves, Bitter gourd, Fish,  Flour,  Oil, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Garlic,  chillies,  curry leaves ","200.0, 150.0, 171.0, 275.0, 50.0, 20.0, 75.0, 30.0, 120.0, 60.0, 60.0, 60.0, 100.0, 20.0, 50.0, 10.0, 5.0","SLA009, SLE024, SLI006, SLK004, SLK009, SLD013, SLF036,  SLF034,  SLJ002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLK011, SLI005, SLK002"
Red Rice,"Chicken Curry, Fish Patties, Kochchi Sambol, Batu Moju, Kappa Masala","Red Rice with Chicken Curry, Fish Patties, Kochchi Sambol, Batu Moju, Kappa Masala","Red rice, Chicken,  Coconut milk,  Spices, Fish,  Flour,  Oil, Green chili,  Coconut, Eggplant,  garlic, Cassava","200.0, 150.0, 150.0, 200.0, 40.0, 20.0, 160.0, 90.0, 105.0, 20.0, 60.0, 70.0","SLA009, SLH006, SLI006, SLK004, SLF036,  SLF034,  SLJ002, SLK002, SLI005, SLD019, SLK011, SLI014"
Red Rice,"Papaya Curry, Green Banana Curry, Radish Sambol, Maalu Badun, Indian Fish Curry","Red Rice with Papaya Curry, Green Banana Curry, Radish Sambol, Maalu Badun, Indian Fish Curry","Red rice, Papaya,  Coconut milk,  Spices, Green banana,  Chillies, Radish,  Coconut,  pepper, Fish,  Oil,  chillies","200.0, 150.0, 205.0, 250.0, 100.0, 200.0, 75.0, 30.0, 180.0, 150.0, 10.0, 60.0","SLA009, SLE038, SLI006, SLK004, SLE005,  SLI005, SLK002, SLB007, SLI005, SLK018, SLF035, SLJ002, SLF034"
Red Rice,"Gotu Kola Sambol, Ginger Chicken, Shrimp Cutlets, Spicy Crab, Sprats Fry","Red Rice with Gotu Kola Sambol, Ginger Chicken, Shrimp Cutlets, Spicy Crab, Sprats Fry","Red rice, Gotu Kola,  Coconut,  Onion, Chicken,  Ginger,  Chillies, Shrimp,  Potatoes,  flour, Crab,  Oil,  chillies, Dried fish","200.0, 150.0, 150.0, 50.0, 60.0, 60.0, 240.0, 75.0, 30.0, 90.0, 100.0, 50.0, 140.0, 20.0","SLA009, SLD048, SLI006, SLD060, SLH006, SLK012, SLK002, SLI015, SLB006, SLA018, SLF045, SLJ002, SLF019"
Red Rice,"Drumstick Curry, Lotus Root Curry, Leeks Curry, Kochchi Sambol, Tropical Salad","Red Rice with Drumstick Curry, Lotus Root Curry, Leeks Curry, Kochchi Sambol, Tropical Salad","Red rice, Drumstick,  Coconut milk,  Spices, Lotus root,  Chillies, Leeks, Green chili,  Coconut, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","200.0, 150.0, 200.0, 250.0, 80.0, 350.0, 75.0, 50.0, 20.0, 10.0, 30.0, 30.0, 20.0, 30.0","SLA009, SLD041, SLI006, SLK004, SLB005,  SLI005, SLK002, SLD055, SLI005, SLD058, SLE001, SLB002, SLE041, SLD038"
Red Rice,"Eggplant Curry, Devilled Chicken, Green Gram Curry, Green Pea Curry, Beetroot curry","Red Rice with Eggplant Curry, Devilled Chicken, Green Gram Curry, Green Pea Curry, Beetroot curry","Red rice, Eggplant,  Spices,  Coconut milk, Chicken,  Chili,  Curry leaves, salt, Onion, Green gram, Green pea,  Chillies, Beetroot,  chillies, curry leaves","200.0, 150.0, 300.0, 240.0, 8.0, 40.0, 200.0, 40.0, 20.0, 0.75, 50.0, 100.0, 25.0, 70.0, 30.0","SLA009, SLD017, SLK004, SLI005, , SLH006, SLI006, SLD060, SLC006, SLC007,  SLI005, SLK002, SLB001, SLK009"
Red Rice,"Gotu Kola Sambol, Brinjal Moju, Pumpkin Leaves Curry, Vegetable Balls, Carrot Sambol","Red Rice with Gotu Kola Sambol, Brinjal Moju, Pumpkin Leaves Curry, Vegetable Balls, Carrot Sambol","Red rice, Gotu Kola,  Coconut,  Onion, Eggplant,  Vinegar,  Spices, Pumpkin leaves,  Coconut milk,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","200.0, 150.0, 160.0, 50.0, 60.0, 60.0, 120.0, 120.0, 90.0, 150.0, 100.0, 20.0, 60.0, 100.0, 25.0","SLA009, SLD048, SLI006, SLD060, SLD019,  SLI017,  SLK004, SLI026,  SLI005, SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Red Rice,"Lotus Root Curry, Pumpkin Leaves Curry, Coriander Sambol, Sinhala Achcharu, Jaffna Crab Curry","Red Rice with Lotus Root Curry, Pumpkin Leaves Curry, Coriander Sambol, Sinhala Achcharu, Jaffna Crab Curry","Red rice, Lotus root,  Coconut milk,  Chillies, Pumpkin leaves, Coriander,  Coconut,  pepper, Carrot,  onion,  green chillies,  Vinegar, Crab","200.0, 150.0, 200.0, 500.0, 100.0, 75.0, 30.0, 180.0, 60.0, 10.0, 60.0, 70.0, 15.0","SLA009, SLB005,  SLI005, SLK002, SLI026, SLK006, SLI005, SLK018, SLB002, SLD060, SLI017, SLF045"
Red Rice,"Green Pea Curry, Fish Patties, Mustard Greens Curry, Vegetable Balls, Maalu Badun","Red Rice with Green Pea Curry, Fish Patties, Mustard Greens Curry, Vegetable Balls, Maalu Badun","Red rice, Green pea,  Coconut milk,  Chillies, Fish,  Flour,  Oil, Mustard greens, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","200.0, 150.0, 240.0, 400.0, 190.0, 40.0, 175.0, 90.0, 50.0, 20.0, 60.0, 100.0, 20.0","SLA009, SLC007,  SLI005, SLK002, SLF036,  SLF034,  SLJ002, SLI025,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLF035, SLJ002"
Red Rice,"Elumas Curry, Green Banana Curry, Octopus Curry, Prawn Curry, Sprats Fry","Red Rice with Elumas Curry, Green Banana Curry, Octopus Curry, Prawn Curry, Sprats Fry","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Green banana,  Chillies, Octopus, Prawn, Dried fish,  Oil","200.0, 150.0, 208.0, 250.0, 100.0, 20.0, 490.0, 75.0, 50.0, 25.0, 10.0","SLA009, SLH018, SLI006, SLK004, SLK009, SLE005,  SLI005, SLK002, SLF042, SLF043, SLF019, SLJ002"
Red Rice,"Gotu Kola Sambol, Snake Gourd Curry, Cuttlefish Curry, Papaya Curry, Mango Chutney","Red Rice with Gotu Kola Sambol, Snake Gourd Curry, Cuttlefish Curry, Papaya Curry, Mango Chutney","Red rice, Gotu Kola,  Coconut,  Onion, Snake gourd,  Coconut milk,  Spices, Cuttlefish, Papaya, Mango,  Vinegar,  sugar","200.0, 150.0, 150.0, 50.0, 60.0, 110.0, 450.0, 75.0, 50.0, 25.0, 10.0, 40.0","SLA009, SLD048, SLI006, SLD060, SLD077, SLK004, SLF019, SLE038, SLE030, SLI017, SLI011"
Red Rice,"Pumpkin Leaves Curry, Sesame Seed Sambol, Coriander Sambol, Carrot curry, Pineapple Pickle","Red Rice with Pumpkin Leaves Curry, Sesame Seed Sambol, Coriander Sambol, Carrot curry, Pineapple Pickle","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Sesame seed,  Chili,  Onion, Coriander,  Coconut,  pepper, Carrot,  chillies, curry leaves, Pineapple,  salt","200.0, 150.0, 160.0, 250.0, 100.0, 40.0, 200.0, 75.0, 30.0, 185.0, 60.0, 100.0, 40.0, 10.0, 50.0","SLA009, SLI026,  SLI005, SLK002, SLI023,  SLD060, SLK006, SLI005, SLK018, SLB002, SLK009, SLE041,  SLK018"
Red Rice,"Chicken Curry, Eggplant Curry, Polos Curry, Octopus Curry, Chickpea Salad","Red Rice with Chicken Curry, Eggplant Curry, Polos Curry, Octopus Curry, Chickpea Salad","Red rice, Chicken,  Coconut milk,  Spices, Eggplant, Jackfruit, curry leaves, Octopus,  Chillies, Chickpeas,  Carrot,  Cabbage","200.0, 150.0, 300.5, 265.0, 40.0, 6.0, 30.0, 10.0, 100.0, 25.0, 10.0, 60.0","SLA009, SLH006, SLI006, SLK004, SLD017, SLI005, , SLE024, SLK009, SLF042,  SLI005, SLK002, SLI013, SLB002, SLD021"
Red Rice,"Bathala Curry, Green Pea Curry, Bitter Leaf Curry, Radish Sambol, Tender Jackfruit Fry","Red Rice with Bathala Curry, Green Pea Curry, Bitter Leaf Curry, Radish Sambol, Tender Jackfruit Fry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Green pea,  Chillies, Bitter leaves, Radish,  Coconut,  pepper, Jackfruit,  Oil","200.0, 150.0, 192.0, 150.0, 50.0, 20.0, 350.0, 75.0, 50.0, 20.0, 120.0, 30.0, 5.0","SLA009, SLB010, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002, SLD013, SLI005, SLB007, SLK018, SLD049, SLJ002"
Red Rice,"Prawn Curry, Mint Sambol, Carrot curry, Kochchi Sambol, Fish Curry","Red Rice with Prawn Curry, Mint Sambol, Carrot curry, Kochchi Sambol, Fish Curry","Red rice, Prawn,  Coconut milk,  Chillies, Mint,  Coconut,  pepper, Carrot,  chillies, curry leaves, Green chili, Fish,  Spices","200.0, 150.0, 195.0, 250.0, 100.0, 50.0, 240.0, 90.0, 150.0, 80.0, 20.0, 10.0, 50.0","SLA009, SLF043,  SLI005, SLK002, SLI020, SLK018, SLB002, SLI005, SLK009, SLF006, SLB001, SLI006, SLK004"
Red Rice,"Thalapath Fish Curry, Leeks Curry, Bitter Leaf Curry, Vegetable Balls, Garlic curry","Red Rice with Thalapath Fish Curry, Leeks Curry, Bitter Leaf Curry, Vegetable Balls, Garlic curry","Red rice, Thalapath fish,  Coconut milk,  Spices, Leeks,  Chillies, Bitter leaves, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Garlic,  chillies,  curry leaves ","200.0, 150.0, 240.0, 250.0, 100.0, 350.0, 75.0, 50.0, 20.0, 60.0, 100.0, 20.0, 50.0, 10.0, 5.0","SLA009, SLF006, SLI006, SLK004, SLD055,  SLI005, SLK002, SLD013, SLI005, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLK011, SLK009"
Red Rice,"Chicken Curry, Bitter Gourd Curry, Mint Sambol, Polos Mallum, Maalu Badun","Red Rice with Chicken Curry, Bitter Gourd Curry, Mint Sambol, Polos Mallum, Maalu Badun","Red rice, Chicken,  Coconut milk,  Spices, Bitter gourd, Mint,  Coconut,  pepper, Jackfruit,  oil, Fish,  Oil","200.0, 150.0, 170.0, 400.0, 40.0, 75.0, 40.0, 180.0, 60.0, 100.0, 30.0, 5.0","SLA009, SLH006, SLI006, SLK004, SLD013, SLI020,  SLI005, SLK018, SLE024, SLI005, SLJ002, SLF035"
Red Rice,"Pol Sambol, Bitter Gourd Curry, Beef Curry, Cucumber Sambol, Seeni Sambol","Red Rice with Pol Sambol, Bitter Gourd Curry, Beef Curry, Cucumber Sambol, Seeni Sambol","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Bitter gourd,  Coconut milk,  Spices, Beef,  Chillies, Cucumber,  Coconut,  pepper, Onion,  Sugar","200.0, 150.0, 150.0, 100.0, 25.0, 200.0, 100.0, 70.0, 180.0, 75.0, 120.0, 60.0, 10.0, 50.0, 5.0, 5.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD013, SLI006, SLH016,  SLI005, SLK002, SLD038,  SLK018"
Red Rice,"Potato Curry, Jaffna Crab Curry, Beef Curry, Fish Curry, Ginger Chicken","Red Rice with Potato Curry, Jaffna Crab Curry, Beef Curry, Fish Curry, Ginger Chicken","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Crab,  Chillies, Beef, Fish, Chicken,  Ginger","200.0, 150.0, 208.0, 200.0, 190.0, 50.0, 20.0, 430.0, 75.0, 50.0, 3.0, 2.0","SLA009, SLB006, SLI006, SLK004, SLK009, SKL019, SLF045,  SLI005, SLK002, SLH016, SLF006, SLB001, SLH006, SLK012"
Red Rice,"Pol Sambol, Brinjal Moju, Tapioca Chips, Carrot curry, Maalu Badun","Red Rice with Pol Sambol, Brinjal Moju, Tapioca Chips, Carrot curry, Maalu Badun","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Eggplant,  Vinegar,  Spices, Tapioca,  Oil,  Salt,  chillies, Carrot,  Coconut milk, curry leaves, Fish","200.0, 150.0, 150.0, 100.0, 25.0, 120.0, 160.0, 120.0, 150.0, 60.0, 30.0, 30.0, 110.0, 40.0, 20.0, 90.0, 15.0","SLA009, SLI005, SLK004, SLK016, SLE027, SLK011, SLD019,  SLI017,  SLK004, SLB011,  SLJ002,  SLK002, SLB002, SLK002, SLK009, SLF035, SLJ002"
