Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Red Rice,"Brinjal Moju, Cashew Curry, Sesame Seed Sambol, Tapioca Chips, Ginger Chicken","Red Rice with Brinjal Moju, Cashew Curry, Sesame Seed Sambol, Tapioca Chips, Ginger Chicken","Red rice, Eggplant,  Vinegar,  Spices, Cashew,  Coconut milk,  Chillies, Sesame seed,  Chili,  Onion, Tapioca,  Oil,  Salt,  chillies, Chicken,  Ginger","200.0, 150.0, 200.0, 150.0, 200.0, 100.0, 50.0, 150.0, 75.0, 30.0, 100.0, 40.0, 20.0, 20.0, 50.0, 25.0","SLA009, SLD019,  SLI017,  SLK006, SLI004,  SLI005, SLK002, SLI023,  SLD060, SLB011,  SLJ002,  SLK002, SLH006, SLK012"
Red Rice,"Parippu, Eggplant Curry, Pumpkin Leaves Curry, Mint Sambol, Ginger Chicken","Red Rice with Parippu, Eggplant Curry, Pumpkin Leaves Curry, Mint Sambol, Ginger Chicken","Red rice, Dhal,  Coconut milk, Termeric powder, Eggplant,  Spices, Pumpkin leaves,  Chillies, Mint,  Coconut,  pepper, Chicken,  Ginger","200.0, 50.0, 165.0, 25.0, 120.0, 8.0, 150.0, 40.0, 120.0, 60.0, 10.0, 50.0, 25.0","SLA009, SLC009, SLI005, SLK019, SLD019, SLK006, , SLI026,  SLI005, SLK002, SLI020, SLK018, SLH006, SLK012"
Red Rice,"Fish Curry, Leeks Curry, Collard Greens Curry, Beetroot curry, Devilled Beef","Red Rice with Fish Curry, Leeks Curry, Collard Greens Curry, Beetroot curry, Devilled Beef","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Leeks,  Chillies, Collard greens, Beetroot,  chillies, Beef,  Oil","200.0, 250.0, 335.0, 15.0, 30.0, 200.0, 70.0, 150.0, 140.0, 25.0, 80.0, 30.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLD055,  SLI005, SLK002, SLI024,  SLK002, SLB001, SLH016, SLJ002"
Red Rice,"Gotu Kola Sambol, Eggplant Curry, Carrot Curry, Dhal Vade, Sprats Fry","Red Rice with Gotu Kola Sambol, Eggplant Curry, Carrot Curry, Dhal Vade, Sprats Fry","Red rice, Gotu Kola,  Coconut,  Onion, Eggplant,  Spices,  Coconut milk, Carrot, Lentils,  chillie,  Oil, Dried fish,  Chillies","200.0, 50.0, 75.0, 75.0, 120.0, 23.0, 100.0, 150.0, 100.0, 30.0, 80.0, 40.0, 10.0","SLA009, SLD048, SLI005, SLD060, SLD019, SLK006, , SLB002, SLC009, SLK002, SLJ002, SLF019"
Red Rice,"Chicken Curry, Bitter Leaf Curry, Collard Greens Curry, Pineapple Pickle, Sinhala Achcharu","Red Rice with Chicken Curry, Bitter Leaf Curry, Collard Greens Curry, Pineapple Pickle, Sinhala Achcharu","Red rice, Chicken,  Coconut milk,  Spices, Bitter leaves,  Chillies, Collard greens, Pineapple,  pepper,  salt, Carrot,  onion,  green chillies,  Vinegar","200.0, 200.0, 225.0, 25.0, 200.0, 70.0, 150.0, 100.0, 20.0, 10.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLD013, SLK002, SLI024,  SLI005,  SLK002, SLE041,  SLK018, SLB002, SLD060, SLI017"
Red Rice,"Cuttlefish Curry, Mango Curry, Thalapath Fish Curry, Ginger Chicken, Cauliflower Pickle","Red Rice with Cuttlefish Curry, Mango Curry, Thalapath Fish Curry, Ginger Chicken, Cauliflower Pickle","Red rice, Cuttlefish,  Coconut milk,  Spices, Mango, Thalapath fish, Chicken,  Ginger,  Chillies, Cauliflower,  Oil,  Garlic","200.0, 250.0, 300.0, 120.0, 200.0, 150.0, 100.0, 50.0, 20.0, 100.0, 50.0, 20.0","SLA009, SLK007, SLI005, SLK006, SLE030, SLF019, SLH006, SLK012, SLK002, SLD031, SLJ002, SLK011"
Red Rice,"Ala Badun, Papaya Curry, Soya Meat Curry, Beef Curry, Sinhala Achcharu","Red Rice with Ala Badun, Papaya Curry, Soya Meat Curry, Beef Curry, Sinhala Achcharu","Red rice, Potato,  Oil, onion, chilli, Papaya,  Coconut milk,  Spices, Soya meat,  Chillies, Beef, Carrot,  onion,  green chillies,  Vinegar","200.0, 200.0, 50.0, 150.0, 25.0, 200.0, 225.0, 40.0, 150.0, 50.0, 120.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLB006, SLJ002, SLD060, SLK006, SLE038, SLI006, SLK004, SLK008, SLI005, SLH016,  SLI005, SLK002, SLB002, SLI017"
Red Rice,"Chicken Curry, Elumas Curry, Fish Patties, Fish Cutlets, Spicy Crab","Red Rice with Chicken Curry, Elumas Curry, Fish Patties, Fish Cutlets, Spicy Crab","Red rice, Chicken,  Coconut milk,  Spices, Goat, curry leaves, Fish,  Flour,  Oil,  Potatoes,  Chillies, Crab,  chillies","200.0, 200.0, 130.0, 45.0, 200.0, 8.0, 180.0, 90.0, 110.0, 100.0, 20.0, 70.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLH018, SLK009, SLF036,  SLF034,  SLJ002, SLF034,  SLB006,  SLK002, SLF045, SLJ002, SLK002"
Red Rice,"Bathala Curry, Devilled Chicken, Green Banana Curry, Seer Fish Curry, Octopus Curry","Red Rice with Bathala Curry, Devilled Chicken, Green Banana Curry, Seer Fish Curry, Octopus Curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Green banana,  Chillies, Seer fish, Octopus","200.0, 250.0, 250.0, 25.0, 15.0, 200.0, 20.0, 40.0, 80.0, 150.0, 60.0, 100.0, 50.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLH006, SLK002, SLD060, SLD065,  SLI005, SLF025, SLF042"
Red Rice,"Snake Gourd Curry, Pumpkin Leaves Curry, Seeni Sambol, Batu Moju, Polos Ambula","Red Rice with Snake Gourd Curry, Pumpkin Leaves Curry, Seeni Sambol, Batu Moju, Polos Ambula","Red rice, Snake gourd,  Coconut milk,  Spices, Pumpkin leaves,  Chillies, Onion,  Sugar,  chillii, Eggplant,  garlic, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 250.0, 225.0, 50.0, 200.0, 40.0, 150.0, 15.0, 15.0, 140.0, 30.0, 10.0, 80.0, 30.0, 10.0","SLA009, SLD077, SLI005, SLK006, SLI026,  SLI005, SLK002, SLD060, SLI011, SLD019, SLK011, SLD049, SLK009"
Red Rice,"Malu Mirisata, Vegetable Balls, Pumpkin curry, Dhal Vade, Ginger Chicken","Red Rice with Malu Mirisata, Vegetable Balls, Pumpkin curry, Dhal Vade, Ginger Chicken","Red rice, Fish,  Chili,  curry leaves, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Pumpkin,  Coconut milk,  chillies, curry leaves, Lentils,  chillie,  Oil, Chicken","200.0, 250.0, 50.0, 15.0, 120.0, 200.0, 40.0, 180.0, 60.0, 30.0, 15.0, 100.0, 30.0, 60.0, 50.0, 25.0, 10.0","SLA009, SLF013, SLK002, SLK009, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLD071, SLI005, SLC009, SLJ002, SLH006, SLK012"
Red Rice,"Devilled Chicken, Murunga Curry, Ulundu Wade, Mango Chutney, Sprats Fry","Red Rice with Devilled Chicken, Murunga Curry, Ulundu Wade, Mango Chutney, Sprats Fry","Red rice, Chicken,  Chili,  Curry leaves, Onion, Drumstick,  Coconut milk,  Spices, Urad,  flour,  Oil, Mango,  Vinegar,  sugar, Dried fish,  Chillies","200.0, 250.0, 25.0, 50.0, 100.0, 200.0, 100.0, 40.0, 90.0, 120.0, 80.0, 80.0, 20.0, 20.0, 40.0, 10.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLD041, SLI006, SLK006, SLI020,  SLA08,  SLJ002, SLE030, SLI017, SLI011, SLF019, SLJ002"
Red Rice,"Ginger Chicken, Dry Fish Curry, Cauliflower Pickle, Fish Curry, Polos Ambula","Red Rice with Ginger Chicken, Dry Fish Curry, Cauliflower Pickle, Fish Curry, Polos Ambula","Red rice, Chicken,  Ginger,  Chillies, Dry fish,  Coconut milk, Cauliflower,  Oil,  Garlic, Fish,  Spices, curry leaves, Jackfruit,  coconut milk,  chillies,  curry leaves","200.0, 250.0, 125.0, 90.0, 200.0, 140.0, 300.0, 150.0, 60.0, 100.0, 6.0, 4.0, 80.0, 30.0, 10.0, 10.0","SLA009, SLH006, SLK012, SLK002, SLF020,  SLI005,  SLK002, SLD031, SLJ002, SLK011, SLF013, SLI005, SLK006, SLK009, SLD049"
Red Rice,"Fish Ambul Thiyal, Bitter Leaf Curry, Capsicum Curry, Coriander Sambol, Jackfruit Mallum","Red Rice with Fish Ambul Thiyal, Bitter Leaf Curry, Capsicum Curry, Coriander Sambol, Jackfruit Mallum","Red rice, Fish,  Goraka,  Spices, Bitter leaves,  Coconut milk,  Chillies, Capsicum, Coriander,  Coconut,  pepper, Jackfruit","200.0, 400.0, 50.0, 50.0, 200.0, 175.0, 70.0, 150.0, 120.0, 90.0, 10.0, 60.0","SLA009, SLF006, SLK005, SLK006, SLD013, SLI005, SLK002, SLF045,  SLI005, SLK018, SLD049"
Red Rice,"Jackfruit Curry, Bitter Gourd Curry, Ginger Chicken, Cucumber Sambol, Polos Mallum","Red Rice with Jackfruit Curry, Bitter Gourd Curry, Ginger Chicken, Cucumber Sambol, Polos Mallum","Red rice, Jackfruit,  Coconut milk, curry leaves, Bitter gourd,  Spices, Chicken,  Ginger,  Chillies, Cucumber,  Coconut,  pepper,  oil","200.0, 125.0, 150.0, 25.0, 200.0, 40.0, 150.0, 75.0, 30.0, 120.0, 90.0, 10.0, 5.0","SLA009, SLD049, SLI005, SLK009, SLD013, SLK006, SLH006, SLK012, SLK002, SLD038,  SLK018, SLE024, SLJ002"
Red Rice,"Carrot Curry, Bitter Gourd Curry, Bitter Gourd Salad, Cashew Curry, Mustard Greens Curry","Red Rice with Carrot Curry, Bitter Gourd Curry, Bitter Gourd Salad, Cashew Curry, Mustard Greens Curry","Red rice, Carrot,  Coconut milk,  Spices, Bitter gourd,  Coconut,  Onion, Cashew,  Chillies, Mustard greens","200.0, 250.0, 275.0, 65.0, 350.0, 75.0, 30.0, 100.0, 30.0, 50.0","SLA009, SLB002, SLI005, SLK006, SLD013, SLI006, SLI004,  SLI005, SLK002, SLI025,  SLK002"
Red Rice,"Drumstick Curry, Ala Badun, Vegetable Cutlets, Pineapple Pickle, Kochchi Sambol","Red Rice with Drumstick Curry, Ala Badun, Vegetable Cutlets, Pineapple Pickle, Kochchi Sambol","Red rice, Drumstick,  Coconut milk,  Spices, Potato,  Oil, onion, chilli, Carrot,  Potatoes,  Chillies, Pineapple,  pepper,  salt, Green chili,  Coconut","200.0, 250.0, 100.0, 25.0, 160.0, 40.0, 120.0, 20.0, 90.0, 120.0, 30.0, 100.0, 20.0, 10.0, 10.0, 30.0","SLA009, SLD041, SLI005, SLK006, SLB006, SLJ002, SLD060, SLB002,  SLB006,  SLK002, SLE041,  SLK018, SLK002"
Red Rice,"Cuttlefish Curry, Ginger Chicken, Collard Greens Curry, Pineapple Pickle, Beetroot curry","Red Rice with Cuttlefish Curry, Ginger Chicken, Collard Greens Curry, Pineapple Pickle, Beetroot curry","Red rice, Cuttlefish,  Coconut milk,  Spices, Chicken,  Ginger,  Chillies, Collard greens, Pineapple,  pepper,  salt, Beetroot,  chillies, curry leaves","200.0, 250.0, 230.0, 50.0, 200.0, 100.0, 70.0, 150.0, 100.0, 20.0, 10.0, 70.0, 10.0, 10.0","SLA009, SLK007, SLI005, SLK006, SLH006, SLK012, SLK002, SLI024,  SLI005,  SLK002, SLE041,  SLK018, SLB001, SLK009"
Red Rice,"Collard Greens Curry, Vegetable Balls, Radish Sambol, Pumpkin curry, Devilled Beef","Red Rice with Collard Greens Curry, Vegetable Balls, Radish Sambol, Pumpkin curry, Devilled Beef","Red rice, Collard greens,  Coconut milk,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Radish,  Coconut, Pumpkin,  chillies, curry leaves, Beef","200.0, 250.0, 135.0, 50.0, 120.0, 200.0, 40.0, 180.0, 130.0, 15.0, 120.0, 20.0, 80.0, 30.0, 5.0","SLA009, SLI024,  SLI005,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLB007, SLI005, SLK018, SLD071, SLK002, SLK009, SLH016, SLJ002"
Red Rice,"Fish Curry, Brinjal Moju, Pumpkin Leaves Curry, Cucumber Sambol, Carrot curry","Red Rice with Fish Curry, Brinjal Moju, Pumpkin Leaves Curry, Cucumber Sambol, Carrot curry","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Eggplant,  Vinegar, Pumpkin leaves,  Chillies, Cucumber,  Coconut,  pepper, Carrot,  chillies","200.0, 250.0, 195.0, 135.0, 15.0, 120.0, 160.0, 150.0, 30.0, 120.0, 60.0, 10.0, 50.0, 10.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLD019,  SLI017,  SLK006, SLI026,  SLI005, SLK002, SLD038,  SLK018, SLB002"
Red Rice,"Eggplant Curry, Fenugreek Curry, Seer Fish Curry, Pumpkin curry, Sinhala Achcharu","Red Rice with Eggplant Curry, Fenugreek Curry, Seer Fish Curry, Pumpkin curry, Sinhala Achcharu","Red rice, Eggplant,  Spices,  Coconut milk, Fenugreek,  Chillies, Seer fish, Pumpkin,  chillies, curry leaves, Carrot,  onion,  green chillies,  Vinegar","200.0, 150.0, 10.0, 265.0, 200.0, 70.0, 150.0, 120.0, 20.0, 10.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLD019, SLK006, SLI005, , SLK010,  SLI005, SLK002, SLF025, SLD071, SLK009, SLB002, SLD060, SLI017"
Red Rice,"Potato Curry, Bitter Leaf Curry, Octopus Curry, Vegetable Balls, Garlic curry","Red Rice with Potato Curry, Bitter Leaf Curry, Octopus Curry, Vegetable Balls, Garlic curry","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Bitter leaves,  Chillies, Octopus, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Garlic","200.0, 100.0, 330.0, 50.0, 25.0, 10.0, 200.0, 70.0, 150.0, 60.0, 100.0, 20.0, 50.0, 20.0, 10.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLD013, SLK002, SLF042,  SLI005, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLK011"
Red Rice,"Bathala Curry, Spinach Curry, Green Pea Curry, Beef Curry, Garlic curry","Red Rice with Bathala Curry, Spinach Curry, Green Pea Curry, Beef Curry, Garlic curry","Red rice, Sweet potato,  Coconut milk,  Spices, curry leaves, Spinach, Green pea,  Chillies, Beef, Garlic,  chillies,  curry leaves ","200.0, 250.0, 405.0, 145.0, 15.0, 120.0, 150.0, 50.0, 120.0, 50.0, 10.0, 5.0","SLA009, SLB010, SLI005, SLK006, SLK009, SLI022,  SLI005, SLC007, SLK002, SLH016, SLK011"
Red Rice,"Lotus Root Curry, Green Banana Curry, Sesame Seed Sambol, Beef Curry, Dhal Vade","Red Rice with Lotus Root Curry, Green Banana Curry, Sesame Seed Sambol, Beef Curry, Dhal Vade","Red rice, Lotus root,  Coconut milk,  Chillies, Green banana, Sesame seed,  Chili,  Onion, Beef, Lentils,  chillie,  Oil","200.0, 250.0, 275.0, 110.0, 200.0, 150.0, 75.0, 30.0, 120.0, 50.0, 15.0, 30.0","SLA009, SLB005,  SLI005, SLK002, SLD065, SLI023,  SLD060, SLH016, SLC009, SLJ002"
Red Rice,"Thalapath Fish Curry, Spinach Curry, Ulundu Wade, Cucumber Sambol, Chickpea Salad","Red Rice with Thalapath Fish Curry, Spinach Curry, Ulundu Wade, Cucumber Sambol, Chickpea Salad","Red rice, Thalapath fish,  Coconut milk,  Spices, Spinach, Urad,  flour,  Oil, Cucumber,  Coconut,  pepper, Chickpeas,  Carrot,  Cabbage","200.0, 250.0, 285.0, 170.0, 120.0, 90.0, 120.0, 60.0, 120.0, 60.0, 10.0, 60.0, 30.0, 30.0","SLA009, SLF019, SLI005, SLK006, SLI022,  SLI005, SLI020,  SLA08,  SLJ002, SLD038,  SLK018, SLI013, SLB002, SLD021"
Red Rice,"Potato Curry, Brinjal Moju, Pineapple Curry, Ash Plantain Curry, Shrimp Cutlets","Red Rice with Potato Curry, Brinjal Moju, Pineapple Curry, Ash Plantain Curry, Shrimp Cutlets","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Eggplant,  Vinegar, Pineapple, Ash plantain,  Chillies, Shrimp,  Potatoes,  flour","200.0, 100.0, 275.0, 200.0, 25.0, 10.0, 120.0, 160.0, 150.0, 100.0, 20.0, 30.0, 50.0, 20.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLD019,  SLI017,  SLK006, SLE041, SLD005, SLK004, SLI015, SLA018"
Red Rice,"Chicken Curry, Seer Fish Curry, Beef Curry, Garlic curry, Dhal Vade","Red Rice with Chicken Curry, Seer Fish Curry, Beef Curry, Garlic curry, Dhal Vade","Red rice, Chicken,  Coconut milk,  Spices, Seer fish,  Chillies, Beef, Garlic,  chillies,  curry leaves , Lentils,  chillie,  Oil","200.0, 200.0, 265.0, 25.0, 200.0, 70.0, 180.0, 100.0, 20.0, 10.0, 50.0, 15.0, 30.0","SLA009, SLH006, SLI005, SLK006, SLF025,  SLI005, SLK002, SLH016, SLK011, SLK009, SLC009, SLJ002"
Red Rice,"Chicken Curry, Bitter Gourd Curry, Kohila Curry, Carrot curry, Tropical Salad","Red Rice with Chicken Curry, Bitter Gourd Curry, Kohila Curry, Carrot curry, Tropical Salad","Red rice, Chicken,  Coconut milk,  Spices, Bitter gourd, Kohila,  Chillies, Carrot,  chillies, curry leaves, Mango,  Apple,  Carrot,  Pineapple,  Cucumber","200.0, 200.0, 265.0, 65.0, 200.0, 150.0, 30.0, 100.0, 20.0, 10.0, 30.0, 20.0, 30.0, 20.0, 30.0","SLA009, SLH006, SLI005, SLK006, SLD013, SLB004,  SLI005, SLK002, SLB002, SLK009, SLD058, SLE001, SLE041, SLD038"
Red Rice,"Malu Mirisata, Devilled Chicken, Devilled Fish, Mint Sambol, Polos Ambula","Red Rice with Malu Mirisata, Devilled Chicken, Devilled Fish, Mint Sambol, Polos Ambula","Red rice, Fish,  Chili,  curry leaves, Chicken,  Curry leaves, Onion, Mint,  Coconut,  pepper, Jackfruit,  coconut milk,  chillies","200.0, 400.0, 85.0, 25.0, 200.0, 55.0, 140.0, 120.0, 60.0, 10.0, 80.0, 30.0, 10.0","SLA009, SLF013, SLK002, SLK009, SLH006, SLD060, SLF006, SLI020,  SLI005, SLK018, SLD049, SLI005"
Red Rice,"Jackfruit Curry, Papaya Curry, potatoe cheese Balls, Mango Chutney, Ginger Chicken","Red Rice with Jackfruit Curry, Papaya Curry, potatoe cheese Balls, Mango Chutney, Ginger Chicken","Red rice, Jackfruit,  Coconut milk, curry leaves, Papaya,  Spices, cheese,  Potatoes,  pepper, Mango,  Vinegar,  sugar, Chicken,  Ginger,  Chillies","200.0, 75.0, 150.0, 25.0, 200.0, 40.0, 90.0, 180.0, 30.0, 80.0, 20.0, 20.0, 50.0, 25.0, 10.0","SLA009, SLD049, SLI005, SLK009, SLE038, SLI006, SLK004, SLG002,  SLB006,  SLK018, SLE030, SLI017, SLI011, SLH006, SLK012, SLK002"
Red Rice,"Devilled Fish, Green Gram Curry, Ash Plantain Curry, Sesame Seed Sambol, Dry Fish Curry","Red Rice with Devilled Fish, Green Gram Curry, Ash Plantain Curry, Sesame Seed Sambol, Dry Fish Curry","Red rice, Fish,  Chili,  Curry leaves, Onion, Green gram,  Coconut milk,  Spices, Ash plantain,  Chillies, Sesame seed,  Onion, Dry fish","200.0, 250.0, 75.0, 25.0, 100.0, 200.0, 200.0, 40.0, 150.0, 40.0, 100.0, 20.0, 50.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLC006, SLI005, SLK006, SLD005, SLK004, SLI023,  SLD060, SLF020,  SLI005,  SLK002"
Red Rice,"Banana Blossom Curry, Carrot Curry, potatoe cheese Balls, Kochchi Sambol, Spicy Crab","Red Rice with Banana Blossom Curry, Carrot Curry, potatoe cheese Balls, Kochchi Sambol, Spicy Crab","Red rice, Banana blossom,  Coconut milk,  Spices, Carrot, cheese,  Potatoes,  pepper, Green chili,  Coconut, Crab,  Oil,  chillies","200.0, 100.0, 130.0, 45.0, 200.0, 90.0, 180.0, 30.0, 20.0, 60.0, 70.0, 20.0, 10.0","SLA009, SLD065, SLI005, SLK006, SLB002, SLG002,  SLB006,  SLK018, SLK002, SLF045, SLJ002"
Red Rice,"Elumas Curry, Banana Blossom Curry, Fish Patties, Capsicum Curry, Spicy Crab","Red Rice with Elumas Curry, Banana Blossom Curry, Fish Patties, Capsicum Curry, Spicy Crab","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Banana blossom, Fish,  Flour,  Oil, Capsicum,  Chillies, Crab,  chillies","200.0, 250.0, 190.0, 45.0, 10.0, 80.0, 120.0, 90.0, 110.0, 100.0, 20.0, 70.0, 10.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLD065, SLF036,  SLF034,  SLJ002, SLF045,  SLI005, SLK002, SLJ002"
Red Rice,"Malu Mirisata, Cashew Curry, Lotus Root Curry, Cauliflower Pickle, Fish Curry","Red Rice with Malu Mirisata, Cashew Curry, Lotus Root Curry, Cauliflower Pickle, Fish Curry","Red rice, Fish,  Chili,  curry leaves, Cashew,  Coconut milk,  Chillies, Lotus root, Cauliflower,  Oil,  Garlic,  Spices, curry leaves","200.0, 300.0, 50.0, 15.0, 200.0, 195.0, 70.0, 150.0, 200.0, 100.0, 40.0, 3.0, 2.0","SLA009, SLF013, SLK002, SLK009, SLI004,  SLI005, SLB005, SLD031, SLJ002, SLK011, SLI005, SLK006"
Red Rice,"Bitter Gourd Curry, Egg Curry, potatoe cheese Balls, Mint Sambol, Pumpkin curry","Red Rice with Bitter Gourd Curry, Egg Curry, potatoe cheese Balls, Mint Sambol, Pumpkin curry","Red rice, Bitter gourd,  Coconut milk,  Spices, Egg,  Chillies, cheese,  Potatoes,  pepper, Mint,  Coconut, Pumpkin,  chillies, curry leaves","200.0, 250.0, 245.0, 50.0, 200.0, 40.0, 90.0, 180.0, 40.0, 120.0, 60.0, 60.0, 10.0, 5.0","SLA009, SLD013, SLI005, SLK006, SLH001,  SLI005, SLK002, SLG002,  SLB006,  SLK018, SLI020, SLK018, SLD071, SLK009"
Red Rice,"Pumpkin Leaves Curry, Okra Curry, Capsicum Curry, Ulundu Wade, Devilled Beef","Red Rice with Pumpkin Leaves Curry, Okra Curry, Capsicum Curry, Ulundu Wade, Devilled Beef","Red rice, Pumpkin leaves,  Coconut milk,  Chillies, Okra, Capsicum, Urad,  flour,  Oil, Beef,  chillies","200.0, 250.0, 300.0, 120.0, 200.0, 150.0, 60.0, 80.0, 70.0, 80.0, 5.0","SLA009, SLI026,  SLI005, SLK002, SLD053, SLF045, SLI020,  SLA08,  SLJ002, SLH016, SLJ002"
Red Rice,"Fish Ambul Thiyal, Kohila Curry, Polos Mallum, Maalu Badun, Jackfruit Mallum","Red Rice with Fish Ambul Thiyal, Kohila Curry, Polos Mallum, Maalu Badun, Jackfruit Mallum","Red rice, Fish,  Goraka,  Spices, Kohila,  Coconut milk,  Chillies, Jackfruit,  Coconut,  oil,  Oil","200.0, 580.0, 50.0, 50.0, 200.0, 100.0, 40.0, 210.0, 120.0, 15.0, 30.0","SLA009, SLF006, SLK005, SLK006, SLB004,  SLI005, SLK002, SLE024, SLI005, SLJ002, SLF035, SLD049"
Red Rice,"Devilled Chicken, Bitter Gourd Salad, Sweet Corn Curry, Sesame Seed Sambol, Kappa Masala","Red Rice with Devilled Chicken, Bitter Gourd Salad, Sweet Corn Curry, Sesame Seed Sambol, Kappa Masala","Red rice, Chicken,  Chili,  Curry leaves, Onion, Bitter gourd,  Coconut,  Onion, Sweet corn,  Coconut milk,  Chillies, Sesame seed, Cassava","200.0, 250.0, 75.0, 50.0, 100.0, 200.0, 125.0, 60.0, 150.0, 75.0, 30.0, 100.0, 60.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLD013, SLI005, SLI006, SLD037,  SLI005 , SLI023,  SLD060, SLI014"
Red Rice,"Lotus Root Curry, Cucumber Sambol, Mint Sambol, Sinhala Achcharu, Kiri Hodi","Red Rice with Lotus Root Curry, Cucumber Sambol, Mint Sambol, Sinhala Achcharu, Kiri Hodi","Red rice, Lotus root,  Coconut milk,  Chillies, Cucumber,  Coconut,  pepper, Mint, Carrot,  onion,  green chillies,  Vinegar, Coconut milk","200.0, 250.0, 125.0, 50.0, 240.0, 210.0, 35.0, 180.0, 60.0, 70.0, 30.0, 20.0, 60.0","SLA009, SLB005,  SLI005, SLK002, SLD038, SLI005,  SLK018, SLI020, SLK018, SLB002, SLD060, SLI017"
Red Rice,"Fish Ambul Thiyal, Bean Curry, Ginger Chicken, Carrot Sambol, Carrot curry","Red Rice with Fish Ambul Thiyal, Bean Curry, Ginger Chicken, Carrot Sambol, Carrot curry","Red rice, Fish,  Goraka,  Spices, Beans,  Coconut milk, Chicken,  Ginger,  Chillies, Carrot,  Coconut,  pepper,  chillies, curry leaves","200.0, 400.0, 50.0, 170.0, 120.0, 180.0, 150.0, 75.0, 30.0, 150.0, 20.0, 10.0, 10.0, 5.0","SLA009, SLF006, SLK005, SLK006, SLD006, SLI005, SLH006, SLK012, SLK002, SLB002,  SLI005,  SLK018, SLK009"
Red Rice,"Fish Patties, Ginger Chicken, Collard Greens Curry, Murukku, Mango Chutney","Red Rice with Fish Patties, Ginger Chicken, Collard Greens Curry, Murukku, Mango Chutney","Red rice, Fish,  Flour,  Oil, Chicken,  Ginger,  Chillies, Collard greens,  Coconut milk, flour, Mango,  Vinegar,  sugar","200.0, 200.0, 150.0, 150.0, 200.0, 100.0, 110.0, 150.0, 75.0, 100.0, 40.0, 10.0, 10.0","SLA009, SLF036,  SLF034,  SLJ002, SLH006, SLK012, SLK002, SLI024,  SLI005,  SLK002, SLA08, SLE030, SLI017, SLI011"
Red Rice,"Jackfruit Curry, Seer Fish Curry, Radish Sambol, Fish Curry, Batu Moju","Red Rice with Jackfruit Curry, Seer Fish Curry, Radish Sambol, Fish Curry, Batu Moju","Red rice, Jackfruit,  Coconut milk, curry leaves, Seer fish,  Chillies, Radish,  Coconut,  pepper, Fish,  Spices, Eggplant,  garlic","200.0, 75.0, 190.0, 29.0, 200.0, 40.0, 180.0, 90.0, 15.0, 100.0, 6.0, 70.0, 15.0","SLA009, SLD049, SLI005, SLK009, SLF025,  SLI005, SLK002, SLB007, SLK018, SLF013, SLK006, SLD019, SLK011"
Red Rice,"Fish Ambul Thiyal, Ala Badun, Chickpea Curry, Dhal Vade, Jaffna Crab Curry","Red Rice with Fish Ambul Thiyal, Ala Badun, Chickpea Curry, Dhal Vade, Jaffna Crab Curry","Red rice, Fish,  Goraka,  Spices, Potato,  Oil, onion, chilli, Chickpea,  Coconut milk,  Chillies, Lentils,  chillie, Crab","200.0, 400.0, 50.0, 50.0, 160.0, 100.0, 120.0, 20.0, 150.0, 100.0, 40.0, 100.0, 30.0, 50.0","SLA009, SLF006, SLK005, SLK006, SLB006, SLJ002, SLD060, SLI013, SLI005, SLK004, SLC009, SLK002, SLF045,  SLI005"
