Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids
Chicken Fried Rice,"Chicken Curry, Tapioca Chips, Ginger Chicken","Chicken Fried Rice with Chicken Curry, Tapioca Chips, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Tapioca,  Oil,  Salt,  chillies,  Ginger,  Chillies","300.0, 150.0, 60.0, 45.0, 9.0, 17.5, 120.0, 10.0, 100.0, 40.0, 20.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002, SLK012, SLK002"
Chicken Fried Rice,"Devilled Fish, Green Pea Curry, potatoe cheese Balls","Chicken Fried Rice with Devilled Fish, Green Pea Curry, potatoe cheese Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, cheese,  Potatoes,  pepper","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 100.0, 50.0, 10.0, 30.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLC007,  SLI005, SLK002, SLG002,  SLB006,  SLK018"
Chicken Fried Rice,"Chicken Curry, Ginger Chicken, Fish Cutlets","Chicken Fried Rice with Chicken Curry, Ginger Chicken, Fish Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies, Fish,  Potatoes","300.0, 150.0, 60.0, 45.0, 9.0, 17.5, 120.0, 100.0, 100.0, 10.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLF034,  SLB006,  SLK002"
Chicken Fried Rice,"Chicken Curry, Cashew Curry, Vegetable Balls","Chicken Fried Rice with Chicken Curry, Cashew Curry, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Cashew,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes","300.0, 150.0, 60.0, 45.0, 9.0, 7.5, 220.0, 10.0, 50.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Wambatu Moju, Ginger Chicken, Vegetable Balls","Chicken Fried Rice with Wambatu Moju, Ginger Chicken, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Chicken,  Ginger,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes","300.0, 150.0, 60.0, 16.5, 9.0, 7.5, 60.0, 15.0, 30.0, 6.0, 100.0, 50.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLK012, SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Cashew Curry, Ginger Chicken, Tapioca Chips","Chicken Fried Rice with Cashew Curry, Ginger Chicken, Tapioca Chips","Rice,  Chicken,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Chicken,  Ginger, Tapioca,  Oil,  Salt,  chillies","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 125.0, 20.0, 100.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLK012, SLB011,  SLJ002,  SLK002"
Chicken Fried Rice,"Chicken Curry, Wambatu Moju, Devilled Chicken","Chicken Fried Rice with Chicken Curry, Wambatu Moju, Devilled Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, onion, tomato sause,  Chili,  Curry leaves, salt, Onion","300.0, 150.0, 60.0, 46.0, 9.0, 10.5, 120.0, 10.0, 40.0, 10.0, 20.0, 50.0, 10.0, 5.0, 0.25","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084"
Chicken Fried Rice,"Devilled Fish, Ala Badun, Vegetable Balls","Chicken Fried Rice with Devilled Fish, Ala Badun, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, Carrot,  leeks","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 60.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLB006, SLJ002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Chicken Curry, Green Pea Curry, Fish Cutlets","Chicken Fried Rice with Chicken Curry, Green Pea Curry, Fish Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Green pea,  Chillies, Fish,  Potatoes","300.0, 150.0, 60.0, 45.0, 9.0, 7.5, 220.0, 10.0, 100.0, 10.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002, SLF034,  SLB006,  SLK002"
Chicken Fried Rice,"Wambatu Moju, Devilled Chicken, Vegetable Cutlets","Chicken Fried Rice with Wambatu Moju, Devilled Chicken, Vegetable Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Carrot,  Potatoes,  Chillies","300.0, 150.0, 60.0, 16.5, 9.0, 7.5, 60.0, 15.0, 30.0, 6.0, 100.0, 20.0, 10.0, 0.5, 20.0, 30.0, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Devilled Chicken, Ala Badun, Green Pea Curry","Chicken Fried Rice with Devilled Chicken, Ala Badun, Green Pea Curry","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, Green pea,  Coconut milk","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 60.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002, SLC007,  SLI005, SLK002"
Chicken Fried Rice,"Cashew Curry, potatoe cheese Balls, Ginger Chicken","Chicken Fried Rice with Cashew Curry, potatoe cheese Balls, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, cheese,  Potatoes,  pepper, Chicken,  Ginger","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 100.0, 20.0, 60.0, 120.0, 10.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLG002,  SLB006,  SLK018, SLK012"
Chicken Fried Rice,"Devilled Chicken, Ala Badun, Cashew Curry","Chicken Fried Rice with Devilled Chicken, Ala Badun, Cashew Curry","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, Cashew,  Coconut milk","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 60.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002, SLI004,  SLI005, SLK002"
Chicken Fried Rice,"Devilled Fish, Ala Badun, potatoe cheese Balls","Chicken Fried Rice with Devilled Fish, Ala Badun, potatoe cheese Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, cheese,  Potatoes","300.0, 150.0, 60.0, 15.0, 9.0, 7.5, 150.0, 30.0, 15.0, 0.75, 40.0, 80.0, 60.0, 60.0, 30.0, 60.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLB006, SLJ002, SLG002,  SLB006,  SLK018"
Chicken Fried Rice,"Wambatu Moju, Chicken Curry, Ala Badun","Chicken Fried Rice with Wambatu Moju, Chicken Curry, Ala Badun","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Chicken,  Coconut milk, Potato,  Oil,  Salt","300.0, 150.0, 60.0, 36.5, 9.0, 7.5, 60.0, 45.0, 30.0, 6.0, 80.0, 5.0, 40.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLB006, SLJ002"
Chicken Fried Rice,"Ginger Chicken, Tapioca Chips, potatoe cheese Balls, Vegetable Balls","Chicken Fried Rice with Ginger Chicken, Tapioca Chips, potatoe cheese Balls, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 100.0, 30.0, 150.0, 60.0, 30.0, 20.0, 70.0, 120.0, 10.0, 30.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018, SLB002,  SLD055,  SLD049"
Chicken Fried Rice,"Devilled Fish, Ginger Chicken, Vegetable Balls, Ginger Chicken","Chicken Fried Rice with Devilled Fish, Ginger Chicken, Vegetable Balls, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Chicken,  Ginger,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 40.0, 20.0, 1.0, 85.0, 160.0, 75.0, 20.0, 60.0, 100.0, 20.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLK012, SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Devilled Fish, Cashew Curry, Green Pea Curry, potatoe cheese Balls","Chicken Fried Rice with Devilled Fish, Cashew Curry, Green Pea Curry, potatoe cheese Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Cashew,  Coconut milk,  Chillies, Green pea, cheese,  Potatoes,  pepper","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 40.0, 20.0, 1.0, 60.0, 250.0, 125.0, 20.0, 10.0, 30.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLI004,  SLI005, SLK002, SLC007, SLG002,  SLB006,  SLK018"
Chicken Fried Rice,"Wambatu Moju, Devilled Chicken, Ginger Chicken, Vegetable Cutlets","Chicken Fried Rice with Wambatu Moju, Devilled Chicken, Ginger Chicken, Vegetable Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Carrot,  Potatoes","400.0, 200.0, 80.0, 22.0, 12.0, 10.0, 80.0, 20.0, 40.0, 49.0, 150.0, 30.0, 15.0, 0.75, 100.0, 90.0, 10.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLK012, SLK002, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Chicken Curry, Devilled Fish, Fish Cutlets, Vegetable Balls","Chicken Fried Rice with Chicken Curry, Devilled Fish, Fish Cutlets, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Fish,  Chili,  Curry leaves, salt, Onion,  Potatoes,  Chillies, Carrot,  leeks,  Jackfruit","400.0, 200.0, 80.0, 60.0, 12.0, 10.0, 160.0, 55.0, 150.0, 30.0, 15.0, 0.75, 70.0, 100.0, 10.0, 30.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLF034,  SLB006,  SLK002, SLB002,  SLD055,  SLD049,  SLK018"
Chicken Fried Rice,"Wambatu Moju, Ginger Chicken, Fish Cutlets, Ginger Chicken","Chicken Fried Rice with Wambatu Moju, Ginger Chicken, Fish Cutlets, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Chicken,  Ginger,  Chillies, Fish,  Potatoes","400.0, 200.0, 80.0, 22.0, 12.0, 10.0, 80.0, 20.0, 40.0, 19.0, 200.0, 200.0, 20.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLK012, SLK002, SLF034,  SLB006,  SLK002"
Chicken Fried Rice,"Wambatu Moju, Fish Cutlets, potatoe cheese Balls, Ginger Chicken","Chicken Fried Rice with Wambatu Moju, Fish Cutlets, potatoe cheese Balls, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Fish,  Potatoes,  Chillies, cheese,  pepper, Chicken,  Ginger","400.0, 200.0, 80.0, 22.0, 12.0, 10.0, 80.0, 20.0, 40.0, 9.0, 150.0, 175.0, 20.0, 120.0, 10.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLF034,  SLB006,  SLK002, SLG002,  SLK018, SLK012, SLK002"
Chicken Fried Rice,"Chicken Curry, Wambatu Moju, Chicken Curry, Vegetable Cutlets","Chicken Fried Rice with Chicken Curry, Wambatu Moju, Chicken Curry, Vegetable Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, onion, tomato sause, Carrot,  Potatoes,  Chillies","400.0, 200.0, 80.0, 81.5, 12.0, 16.0, 240.0, 15.0, 60.0, 15.0, 30.0, 5.0, 30.0, 40.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Cashew Curry, Ginger Chicken, Vegetable Balls, Ginger Chicken","Chicken Fried Rice with Cashew Curry, Ginger Chicken, Vegetable Balls, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Chicken,  Ginger, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 175.0, 55.0, 160.0, 20.0, 60.0, 100.0, 20.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLK012, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Chicken Fried Rice,"Devilled Chicken, Tapioca Chips, potatoe cheese Balls, Ginger Chicken","Chicken Fried Rice with Devilled Chicken, Tapioca Chips, potatoe cheese Balls, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Tapioca,  Oil,  Salt,  chillies, cheese,  Potatoes,  pepper,  Ginger,  Chillies","400.0, 200.0, 80.0, 20.0, 12.0, 20.0, 200.0, 40.0, 20.0, 1.0, 60.0, 150.0, 60.0, 30.0, 20.0, 60.0, 120.0, 50.0, 25.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB011,  SLJ002,  SLK002, SLG002,  SLB006,  SLK018, SLK012, SLK002"
Chicken Fried Rice,"Ginger Chicken, Fish Cutlets, Vegetable Cutlets, Vegetable Balls","Chicken Fried Rice with Ginger Chicken, Fish Cutlets, Vegetable Cutlets, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, Fish,  Potatoes, Carrot,  leeks,  Jackfruit","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 330.0, 30.0, 160.0, 30.0, 30.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLF034,  SLB006,  SLK002, SLB002,  SLD055,  SLD049,  SLK018"
Chicken Fried Rice,"Devilled Fish, Ala Badun, Cashew Curry, Fish Cutlets","Chicken Fried Rice with Devilled Fish, Ala Badun, Cashew Curry, Fish Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Fish,  Chili,  Curry leaves, salt, Onion, Potato,  Oil,  Salt, onion, chilli, Cashew,  Coconut milk,  Chillies,  Potatoes","400.0, 200.0, 80.0, 20.0, 12.0, 60.0, 200.0, 40.0, 20.0, 1.0, 60.0, 120.0, 90.0, 90.0, 100.0, 50.0, 20.0, 30.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLB006, SLJ002, SLI004,  SLI005, SLK002, SLF034,  SLB006,  SLK002"
Chicken Fried Rice,"Devilled Chicken, Devilled Fish, Green Pea Curry, Vegetable Cutlets","Chicken Fried Rice with Devilled Chicken, Devilled Fish, Green Pea Curry, Vegetable Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion, Fish, Green pea,  Coconut milk,  Chillies, Carrot,  Potatoes","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 350.0, 70.0, 35.0, 1.75, 60.0, 40.0, 100.0, 90.0, 10.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLF006, SLC007,  SLI005, SLK002, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Ala Badun, Fish Cutlets, potatoe cheese Balls, Ginger Chicken","Chicken Fried Rice with Ala Badun, Fish Cutlets, potatoe cheese Balls, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Potato,  Oil,  Salt, onion, chilli, Fish,  Potatoes,  Chillies, cheese,  pepper, Chicken,  Ginger","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 160.0, 120.0, 120.0, 90.0, 150.0, 50.0, 60.0, 120.0, 50.0, 25.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002, SLF034,  SLB006,  SLK002, SLG002,  SLK018, SLK012, SLK002"
Chicken Fried Rice,"Chicken Curry, Wambatu Moju, Ginger Chicken, Vegetable Cutlets","Chicken Fried Rice with Chicken Curry, Wambatu Moju, Ginger Chicken, Vegetable Cutlets","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, onion, tomato sause,  Ginger,  Chillies, Carrot,  Potatoes","400.0, 200.0, 80.0, 61.5, 12.0, 16.0, 160.0, 15.0, 60.0, 15.0, 30.0, 100.0, 90.0, 10.0, 30.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLK012, SLK002, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Green Pea Curry, Ginger Chicken, Fish Cutlets, Tapioca Chips","Chicken Fried Rice with Green Pea Curry, Ginger Chicken, Fish Cutlets, Tapioca Chips","Rice,  Chicken,  onion,  Spices, curry leaves, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger, Fish,  Potatoes, Tapioca,  Oil,  Salt,  chillies","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 200.0, 275.0, 30.0, 150.0, 20.0, 60.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLC007,  SLI005, SLK002, SLK012, SLF034,  SLB006,  SLK002, SLB011,  SLJ002"
Chicken Fried Rice,"Wambatu Moju, Devilled Chicken, Vegetable Cutlets, potatoe cheese Balls","Chicken Fried Rice with Wambatu Moju, Devilled Chicken, Vegetable Cutlets, potatoe cheese Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Chicken,  Chili,  Curry leaves, salt, Onion, Carrot,  Potatoes,  Chillies, cheese,  pepper","400.0, 200.0, 80.0, 22.0, 12.0, 10.0, 80.0, 20.0, 40.0, 9.0, 150.0, 30.0, 15.0, 0.75, 40.0, 90.0, 80.0, 10.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLB002,  SLB006,  SLK002, SLG002,  SLK018"
Chicken Fried Rice,"Wambatu Moju, Devilled Fish, Green Pea Curry, Ginger Chicken","Chicken Fried Rice with Wambatu Moju, Devilled Fish, Green Pea Curry, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Eggplant,  Vinegar, onion, tomato sause, Fish,  Chili,  Curry leaves, salt, Onion, Green pea,  Coconut milk,  Chillies, Chicken,  Ginger","400.0, 200.0, 80.0, 22.0, 12.0, 10.0, 80.0, 20.0, 40.0, 9.0, 150.0, 30.0, 15.0, 0.75, 40.0, 100.0, 75.0, 10.0, 50.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLD017, SLD084, SLF006, SLC007,  SLI005, SLK002, SLK012"
Chicken Fried Rice,"Devilled Chicken, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Chicken Fried Rice with Devilled Chicken, Ginger Chicken, Vegetable Cutlets, Ginger Chicken","Rice,  Chicken,  onion,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, salt, Onion,  Ginger,  Chillies, Carrot,  Potatoes","400.0, 200.0, 80.0, 20.0, 12.0, 80.0, 200.0, 40.0, 20.0, 1.0, 200.0, 180.0, 20.0, 60.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLK012, SLK002, SLB002,  SLB006,  SLK002"
Chicken Fried Rice,"Cashew Curry, Green Pea Curry, Tapioca Chips, Vegetable Balls","Chicken Fried Rice with Cashew Curry, Green Pea Curry, Tapioca Chips, Vegetable Balls","Rice,  Chicken,  onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Green pea, Tapioca,  Oil,  Salt,  chillies, Carrot,  leeks,  Jackfruit,  Potatoes","400.0, 200.0, 80.0, 20.0, 12.0, 10.0, 350.0, 175.0, 30.0, 20.0, 100.0, 40.0, 20.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLH006, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002, SLC007, SLB011,  SLJ002,  SLK002, SLB002,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Chicken Curry, Devilled Chicken, potatoe cheese Balls","Vegetable Fried Rice with Chicken Curry, Devilled Chicken, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Chili,  Curry leaves, salt, Onion, cheese,  Potatoes,  pepper","300.0, 60.0, 60.0, 45.0, 9.0, 17.5, 120.0, 100.0, 20.0, 10.0, 0.5, 20.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Ala Badun, Ginger Chicken, Tapioca Chips","Vegetable Fried Rice with Ala Badun, Ginger Chicken, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Potato,  Oil,  Salt, chilli, Chicken,  Ginger,  Chillies, Tapioca","300.0, 60.0, 150.0, 15.0, 9.0, 7.5, 130.0, 100.0, 100.0, 50.0, 20.0, 50.0, 20.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLB006, SLJ002, SLH006, SLK012, SLK002, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Cashew Curry, Vegetable Cutlets, Tapioca Chips","Vegetable Fried Rice with Cashew Curry, Vegetable Cutlets, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Cashew,  Coconut milk,  Chillies, Carrot,  Potatoes, Tapioca,  Oil,  Salt,  chillies","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 155.0, 20.0, 60.0, 10.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLI004,  SLI005, SLK002,  SLB006,  SLK002, SLB011,  SLJ002"
Vegetable Fried Rice,"Parippu, Chicken Curry, potatoe cheese Balls","Vegetable Fried Rice with Parippu, Chicken Curry, potatoe cheese Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken, cheese,  Potatoes,  pepper","300.0, 60.0, 60.0, 65.0, 9.0, 7.5, 110.0, 15.0, 0.5, 5.0, 30.0, 60.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLH006, SLG002,  SLB006,  SLK018"
Vegetable Fried Rice,"Parippu, Ginger Chicken, Vegetable Balls","Vegetable Fried Rice with Parippu, Ginger Chicken, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Chicken,  Ginger,  Chillies, Carrot,  leeks,  Jackfruit,  Potatoes","300.0, 60.0, 60.0, 45.0, 9.0, 7.5, 30.0, 15.0, 0.5, 100.0, 50.0, 10.0, 30.0, 50.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLH006, SLK012, SLK002,  SLD055,  SLD049,  SLB006,  SLK018"
Vegetable Fried Rice,"Parippu, Devilled Fish, Tapioca Chips","Vegetable Fried Rice with Parippu, Devilled Fish, Tapioca Chips","Rice,  Vegetables, onion,  Spices, curry leaves, Dhal,  Coconut milk, Termeric powder, Fish,  Chili,  Curry leaves, salt, Onion, Tapioca,  Oil,  Salt,  chillies","300.0, 60.0, 60.0, 45.0, 9.0, 7.5, 30.0, 15.0, 0.5, 100.0, 20.0, 10.0, 0.5, 20.0, 50.0, 20.0, 10.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLC001, SLK019, SLF006, SLB011,  SLJ002,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Wambatu Moju, Vegetable Cutlets","Vegetable Fried Rice with Chicken Curry, Wambatu Moju, Vegetable Cutlets","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk, Eggplant,  Vinegar, tomato sause, Carrot,  Potatoes,  Chillies","300.0, 60.0, 70.0, 46.0, 9.0, 7.5, 120.0, 10.0, 40.0, 20.0, 3.0, 30.0, 40.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLD017, SLD084,  SLB006,  SLK002"
Vegetable Fried Rice,"Chicken Curry, Chicken Curry, Ginger Chicken","Vegetable Fried Rice with Chicken Curry, Chicken Curry, Ginger Chicken","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Coconut milk,  Ginger,  Chillies","300.0, 60.0, 60.0, 65.0, 9.0, 22.5, 200.0, 50.0, 25.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002"
Vegetable Fried Rice,"Ginger Chicken, potatoe cheese Balls, Vegetable Balls","Vegetable Fried Rice with Ginger Chicken, potatoe cheese Balls, Vegetable Balls","Rice,  Vegetables, onion,  Spices, curry leaves, Chicken,  Ginger,  Chillies, cheese,  Potatoes,  pepper, Carrot,  leeks,  Jackfruit","300.0, 60.0, 60.0, 15.0, 9.0, 7.5, 150.0, 75.0, 20.0, 70.0, 120.0, 10.0, 30.0, 50.0","SLA008, SLB002, SLD007, SLD060, SLI006, SLK004, SLK009, SLH006, SLK012, SLK002, SLG002,  SLB006,  SLK018,  SLD055,  SLD049"
