commodity,market,unit,priceflag,pricetype,currency,lower_price,upper_price,price,scraped_content
Kefir & Buttermilk,Colombo City,KG,actual,Retail,LKR,1204.12,2411.26,1807.69,"the retail price range in sri lanka rupee for kefir & buttermilk is between lkr 1,204.12 and lkr 2,411.26 per kilogram or between lkr 546.09 and lkr 1,093.54 per pound(lb) in colombo and jaffna."
Kelp,Colombo City,KG,actual,Retail,LKR,3013.23,7533.08,5273.15,"the retail price range in sri lanka rupee for kelp is between lkr 3,013.23 and lkr 7,533.08 per kilogram or between lkr 1,366.54 and lkr 3,416.36 per pound(lb) in colombo and jaffna."
Kentucky bluegrass seeds,Colombo City,KG,actual,Retail,LKR,1510.2,7865.77,4687.99,"the retail price range in sri lanka rupee for kentucky bluegrass seeds is between lkr 1,510.20 and lkr 7,865.77 per kilogram or between lkr 684.90 and lkr 3,567.24 per pound(lb) in colombo and jaffna."
Kidney Beans,Colombo City,KG,actual,Retail,LKR,244.28,406.14,325.21,the retail price range in sri lanka rupee for kidney beans is between lkr 244.28 and lkr 406.14 per kilogram or between lkr 110.78 and lkr 184.19 per pound(lb) in colombo and jaffna.
Kiwifruit,Colombo City,KG,actual,Retail,LKR,1146.23,2530.65,1838.44,"the retail price range in sri lanka rupee for kiwifruit is between lkr 1,146.23 and lkr 2,530.65 per kilogram or between lkr 519.83 and lkr 1,147.69 per pound(lb) in colombo and jaffna."
Kohlrabi,Colombo City,KG,actual,Retail,LKR,456.42,760.69,608.56,the retail price range in sri lanka rupee for kohlrabi is between lkr 456.42 and lkr 760.69 per kilogram or between lkr 206.99 and lkr 344.99 per pound(lb) in colombo and jaffna.
Kola Nuts,Colombo City,KG,actual,Retail,LKR,3043.69,4108.98,3576.34,"the retail price range in sri lanka rupee for kola nuts is between lkr 3,043.69 and lkr 4,108.98 per kilogram or between lkr 1,380.36 and lkr 1,863.49 per pound(lb) in colombo and jaffna."
Kombucha,Colombo City,KG,actual,Retail,LKR,954.0,1614.46,1284.23,"the retail price range in sri lanka rupee for kombucha is between lkr 954.00 and lkr 1,614.46 per kilogram or between lkr 432.65 and lkr 732.18 per pound(lb) in colombo and jaffna."
Lactose,Colombo City,KG,actual,Retail,LKR,192.53,752.08,472.31,the retail price range in sri lanka rupee for lactose is between lkr 192.53 and lkr 752.08 per kilogram or between lkr 87.32 and lkr 341.08 per pound(lb) in colombo and jaffna.
Lard Oil,Colombo City,KG,actual,Retail,LKR,223.75,2908.8,1566.28,"the retail price range in sri lanka rupee for lard oil is between lkr 223.75 and lkr 2,908.80 per kilogram or between lkr 101.48 and lkr 1,319.18 per pound(lb) in colombo and jaffna."
Lavender Oil,Colombo City,KG,actual,Retail,LKR,4506.46,16523.69,10515.07,"the retail price range in sri lanka rupee for lavender oil is between lkr 4,506.46 and lkr 16,523.69 per kilogram or between lkr 2,043.75 and lkr 7,493.74 per pound(lb) in colombo and jaffna."
Leather,Colombo City,KG,actual,Retail,LKR,1664.89,6054.15,3859.52,"the retail price range in sri lanka rupee for leather is between lkr 1,664.89 and lkr 6,054.15 per kilogram or between lkr 755.05 and lkr 2,745.65 per pound(lb) in colombo and jaffna."
Leeks,Colombo City,KG,actual,Retail,LKR,694.74,1057.22,875.98,"the retail price range in sri lanka rupee for leeks is between lkr 694.74 and lkr 1,057.22 per kilogram or between lkr 315.08 and lkr 479.46 per pound(lb) in colombo and jaffna."
Lemon,Colombo City,KG,actual,Retail,LKR,175.53,1404.26,789.89,"the retail price range in sri lanka rupee for lemon is between lkr 175.53 and lkr 1,404.26 per kilogram or between lkr 79.61 and lkr 636.85 per pound(lb) in colombo and jaffna."
Lentils,Colombo City,KG,actual,Retail,LKR,74.42,446.49,260.45,the retail price range in sri lanka rupee for lentils is between lkr 74.42 and lkr 446.49 per kilogram or between lkr 33.75 and lkr 202.49 per pound(lb) in colombo and jaffna.
Lettuce,Colombo City,KG,actual,Retail,LKR,136.0,226.66,181.33,the retail price range in sri lanka rupee for lettuce is between lkr 136.00 and lkr 226.66 per kilogram or between lkr 61.68 and lkr 102.79 per pound(lb) in colombo and jaffna.
Licorice roots,Colombo City,KG,actual,Retail,LKR,4650.65,5045.43,4848.04,"the retail price range in sri lanka rupee for licorice roots is between lkr 4,650.65 and lkr 5,045.43 per kilogram or between lkr 2,109.14 and lkr 2,288.18 per pound(lb) in colombo and jaffna."
Lilies,Colombo City,KG,actual,Retail,LKR,4155.63,10092.25,7123.94,"the retail price range in sri lanka rupee for lilies is between lkr 4,155.63 and lkr 10,092.25 per kilogram or between lkr 1,884.64 and lkr 4,576.98 per pound(lb) in colombo and jaffna."
Lima beans,Colombo City,KG,actual,Retail,LKR,976.2,1727.12,1351.66,"the retail price range in sri lanka rupee for lima beans is between lkr 976.20 and lkr 1,727.12 per kilogram or between lkr 442.72 and lkr 783.28 per pound(lb) in colombo and jaffna."
Linseed (Flax),Colombo City,KG,actual,Retail,LKR,266.32,443.86,355.09,the retail price range in sri lanka rupee for linseed (flax) is between lkr 266.32 and lkr 443.86 per kilogram or between lkr 120.78 and lkr 201.30 per pound(lb) in colombo and jaffna.
Linseed Oil,Colombo City,KG,actual,Retail,LKR,693.29,1177.11,935.2,"the retail price range in sri lanka rupee for linseed oil is between lkr 693.29 and lkr 1,177.11 per kilogram or between lkr 314.42 and lkr 533.84 per pound(lb) in colombo and jaffna."
Live Bees,Colombo City,KG,actual,Retail,LKR,6938.87,894184.62,450561.74,"the retail price range in sri lanka rupee for live bees is between lkr 6,938.87 and lkr 894,184.62 per kilogram or between lkr 3,146.88 and lkr 405,525.90 per pound(lb) in colombo and jaffna."
Live Buffalo,Colombo City,KG,actual,Retail,LKR,123.23,231.8,177.52,the retail price range in sri lanka rupee for live buffalo is between lkr 123.23 and lkr 231.80 per kilogram or between lkr 55.89 and lkr 105.12 per pound(lb) in colombo and jaffna.
Live Camels,Colombo City,KG,actual,Retail,LKR,2413.54,9050.77,5732.16,"the retail price range in sri lanka rupee for live camels is between lkr 2,413.54 and lkr 9,050.77 per kilogram or between lkr 1,094.58 and lkr 4,104.66 per pound(lb) in colombo and jaffna."
Live Carp,Colombo City,KG,actual,Retail,LKR,1063.05,2446.2,1754.62,"the retail price range in sri lanka rupee for live carp is between lkr 1,063.05 and lkr 2,446.20 per kilogram or between lkr 482.11 and lkr 1,109.39 per pound(lb) in colombo and jaffna."
Live Cattle,Colombo City,KG,actual,Retail,LKR,806.68,1583.48,1195.08,"the retail price range in sri lanka rupee for live cattle is between lkr 806.68 and lkr 1,583.48 per kilogram or between lkr 365.84 and lkr 718.13 per pound(lb) in colombo and jaffna."
Live Chicken,Colombo City,KG,actual,Retail,LKR,23.21,43.44,33.33,the retail price range in sri lanka rupee for live chicken is between lkr 23.21 and lkr 43.44 per kilogram or between lkr 10.53 and lkr 19.70 per pound(lb) in colombo and jaffna.
Live Donkeys,Colombo City,KG,actual,Retail,LKR,15.03,24.04,19.54,the retail price range in sri lanka rupee for live donkeys is between lkr 15.03 and lkr 24.04 per kilogram or between lkr 6.81 and lkr 10.90 per pound(lb) in colombo and jaffna.
Live Ducks,Colombo City,KG,actual,Retail,LKR,439.52,1611.58,1025.55,"the retail price range in sri lanka rupee for live ducks is between lkr 439.52 and lkr 1,611.58 per kilogram or between lkr 199.33 and lkr 730.88 per pound(lb) in colombo and jaffna."
Live Eels,Colombo City,KG,actual,Retail,LKR,1068.51,2538.46,1803.49,"the retail price range in sri lanka rupee for live eels is between lkr 1,068.51 and lkr 2,538.46 per kilogram or between lkr 484.59 and lkr 1,151.23 per pound(lb) in colombo and jaffna."
Live Fish,Colombo City,KG,actual,Retail,LKR,596.98,2984.92,1790.95,"the retail price range in sri lanka rupee for live fish is between lkr 596.98 and lkr 2,984.92 per kilogram or between lkr 270.74 and lkr 1,353.71 per pound(lb) in colombo and jaffna."
Live Geese,Colombo City,KG,actual,Retail,LKR,876.92,2923.08,1900.0,"the retail price range in sri lanka rupee for live geese is between lkr 876.92 and lkr 2,923.08 per kilogram or between lkr 397.70 and lkr 1,325.66 per pound(lb) in colombo and jaffna."
Live Goats,Colombo City,KG,actual,Retail,LKR,765.08,1050.11,907.6,"the retail price range in sri lanka rupee for live goats is between lkr 765.08 and lkr 1,050.11 per kilogram or between lkr 346.97 and lkr 476.24 per pound(lb) in colombo and jaffna."
Live Guinea Fowls,Colombo City,KG,actual,Retail,LKR,2950.77,3688.46,3319.61,"the retail price range in sri lanka rupee for live guinea fowls is between lkr 2,950.77 and lkr 3,688.46 per kilogram or between lkr 1,338.22 and lkr 1,672.77 per pound(lb) in colombo and jaffna."
Live Horses,Colombo City,KG,actual,Retail,LKR,737.69,1327.85,1032.77,"the retail price range in sri lanka rupee for live horses is between lkr 737.69 and lkr 1,327.85 per kilogram or between lkr 334.55 and lkr 602.20 per pound(lb) in colombo and jaffna."
Live Mules,Colombo City,KG,actual,Retail,LKR,226.36,452.72,339.54,the retail price range in sri lanka rupee for live mules is between lkr 226.36 and lkr 452.72 per kilogram or between lkr 102.66 and lkr 205.32 per pound(lb) in colombo and jaffna.
Live Ornamental Fish,Colombo City,KG,actual,Retail,LKR,1331.31,2514.69,1923.0,"the retail price range in sri lanka rupee for live ornamental fish is between lkr 1,331.31 and lkr 2,514.69 per kilogram or between lkr 603.77 and lkr 1,140.45 per pound(lb) in colombo and jaffna."
Live Ostriches,Colombo City,KG,actual,Retail,LKR,2048.95,2488.02,2268.48,"the retail price range in sri lanka rupee for live ostriches is between lkr 2,048.95 and lkr 2,488.02 per kilogram or between lkr 929.23 and lkr 1,128.35 per pound(lb) in colombo and jaffna."
Live Pigs,Colombo City,KG,actual,Retail,LKR,146.92,734.62,440.77,the retail price range in sri lanka rupee for live pigs is between lkr 146.92 and lkr 734.62 per kilogram or between lkr 66.63 and lkr 333.16 per pound(lb) in colombo and jaffna.
Live Rabbits,Colombo City,KG,actual,Retail,LKR,273.07,455.12,364.1,the retail price range in sri lanka rupee for live rabbits is between lkr 273.07 and lkr 455.12 per kilogram or between lkr 123.84 and lkr 206.41 per pound(lb) in colombo and jaffna.
Live Sheep,Colombo City,KG,actual,Retail,LKR,1257.64,1721.3,1489.47,"the retail price range in sri lanka rupee for live sheep is between lkr 1,257.64 and lkr 1,721.30 per kilogram or between lkr 570.36 and lkr 780.64 per pound(lb) in colombo and jaffna."
Live Trout,Colombo City,KG,actual,Retail,LKR,1359.55,1963.8,1661.67,"the retail price range in sri lanka rupee for live trout is between lkr 1,359.55 and lkr 1,963.80 per kilogram or between lkr 616.58 and lkr 890.61 per pound(lb) in colombo and jaffna."
Live Tuna,Colombo City,KG,actual,Retail,LKR,1655.25,2257.15,1956.2,"the retail price range in sri lanka rupee for live tuna is between lkr 1,655.25 and lkr 2,257.15 per kilogram or between lkr 750.68 and lkr 1,023.65 per pound(lb) in colombo and jaffna."
Live Turkey,Colombo City,KG,actual,Retail,LKR,621.15,1138.28,879.71,"the retail price range in sri lanka rupee for live turkey is between lkr 621.15 and lkr 1,138.28 per kilogram or between lkr 281.70 and lkr 516.22 per pound(lb) in colombo and jaffna."
Lobster,Colombo City,KG,actual,Retail,LKR,5579.57,11746.46,8663.01,"the retail price range in sri lanka rupee for lobster is between lkr 5,579.57 and lkr 11,746.46 per kilogram or between lkr 2,530.42 and lkr 5,327.19 per pound(lb) in colombo and jaffna."
Locust Beans,Colombo City,KG,actual,Retail,LKR,11050.38,13260.46,12155.42,"the retail price range in sri lanka rupee for locust beans is between lkr 11,050.38 and lkr 13,260.46 per kilogram or between lkr 5,011.51 and lkr 6,013.81 per pound(lb) in colombo and jaffna."
Longan,Colombo City,KG,actual,Retail,LKR,1012.89,1668.28,1340.59,"the retail price range in sri lanka rupee for longan is between lkr 1,012.89 and lkr 1,668.28 per kilogram or between lkr 459.36 and lkr 756.59 per pound(lb) in colombo and jaffna."
Lychee,Colombo City,KG,actual,Retail,LKR,1308.85,1617.68,1463.26,"the retail price range in sri lanka rupee for lychee is between lkr 1,308.85 and lkr 1,617.68 per kilogram or between lkr 593.58 and lkr 733.64 per pound(lb) in colombo and jaffna."
Macadamia Nuts,Colombo City,KG,actual,Retail,LKR,2162.87,2632.4,2397.64,"the retail price range in sri lanka rupee for macadamia nuts is between lkr 2,162.87 and lkr 2,632.40 per kilogram or between lkr 980.89 and lkr 1,193.83 per pound(lb) in colombo and jaffna."
Mace,Colombo City,KG,actual,Retail,LKR,5578.7,8264.74,6921.72,"the retail price range in sri lanka rupee for mace is between lkr 5,578.70 and lkr 8,264.74 per kilogram or between lkr 2,530.02 and lkr 3,748.18 per pound(lb) in colombo and jaffna."
Mackerel,Colombo City,KG,actual,Retail,LKR,834.14,1154.27,994.2,"the retail price range in sri lanka rupee for mackerel is between lkr 834.14 and lkr 1,154.27 per kilogram or between lkr 378.30 and lkr 523.48 per pound(lb) in colombo and jaffna."
Maize (corn) flour,Colombo City,KG,actual,Retail,LKR,234.53,926.08,580.31,the retail price range in sri lanka rupee for maize (corn) flour is between lkr 234.53 and lkr 926.08 per kilogram or between lkr 106.36 and lkr 419.99 per pound(lb) in colombo and jaffna.
Maize (Corn) Oil,Colombo City,KG,actual,Retail,LKR,1292.34,2239.85,1766.09,"the retail price range in sri lanka rupee for maize (corn) oil is between lkr 1,292.34 and lkr 2,239.85 per kilogram or between lkr 586.09 and lkr 1,015.81 per pound(lb) in colombo and jaffna."
Maize starch,Colombo City,KG,actual,Retail,LKR,411.67,1235.02,823.35,"the retail price range in sri lanka rupee for maize starch is between lkr 411.67 and lkr 1,235.02 per kilogram or between lkr 186.70 and lkr 560.10 per pound(lb) in colombo and jaffna."
Maize,Colombo City,KG,actual,Retail,LKR,361.38,559.85,460.62,the retail price range in sri lanka rupee for maize is between lkr 361.38 and lkr 559.85 per kilogram or between lkr 163.89 and lkr 253.90 per pound(lb) in colombo and jaffna.
Malt Extract,Colombo City,KG,actual,Retail,LKR,5000.77,6516.15,5758.46,"the retail price range in sri lanka rupee for malt extract is between lkr 5,000.77 and lkr 6,516.15 per kilogram or between lkr 2,267.92 and lkr 2,955.17 per pound(lb) in colombo and jaffna."
Malt,Colombo City,KG,actual,Retail,LKR,651.09,1095.29,873.19,"the retail price range in sri lanka rupee for malt is between lkr 651.09 and lkr 1,095.29 per kilogram or between lkr 295.28 and lkr 496.73 per pound(lb) in colombo and jaffna."
Mandarin Oranges (tangerines and  clementines,Colombo City,KG,actual,Retail,LKR,253.16,1527.78,890.47,"the retail price range in sri lanka rupee for mandarin oranges (tangerines and  clementines is between lkr 253.16 and lkr 1,527.78 per kilogram or between lkr 114.81 and lkr 692.87 per pound(lb) in colombo and jaffna."
Mangoes,Colombo City,KG,actual,Retail,LKR,1642.55,2538.49,2090.52,"the retail price range in sri lanka rupee for mangoes is between lkr 1,642.55 and lkr 2,538.49 per kilogram or between lkr 744.92 and lkr 1,151.24 per pound(lb) in colombo and jaffna."
Manioc starch,Colombo City,KG,actual,Retail,LKR,1086.86,1271.42,1179.14,"the retail price range in sri lanka rupee for manioc starch is between lkr 1,086.86 and lkr 1,271.42 per kilogram or between lkr 492.91 and lkr 576.61 per pound(lb) in colombo and jaffna."
Maple Syrup,Colombo City,KG,actual,Retail,LKR,2146.83,3136.06,2641.44,"the retail price range in sri lanka rupee for maple syrup is between lkr 2,146.83 and lkr 3,136.06 per kilogram or between lkr 973.62 and lkr 1,422.25 per pound(lb) in colombo and jaffna."
Margarine,Colombo City,KG,actual,Retail,LKR,754.23,1086.09,920.16,"the retail price range in sri lanka rupee for margarine is between lkr 754.23 and lkr 1,086.09 per kilogram or between lkr 342.05 and lkr 492.56 per pound(lb) in colombo and jaffna."
Mate Extracts,Colombo City,KG,actual,Retail,LKR,443.68,1745.13,1094.4,"the retail price range in sri lanka rupee for mate extracts is between lkr 443.68 and lkr 1,745.13 per kilogram or between lkr 201.21 and lkr 791.44 per pound(lb) in colombo and jaffna."
Melon Seeds,Colombo City,KG,actual,Retail,LKR,205.05,351.51,278.28,the retail price range in sri lanka rupee for melon seeds is between lkr 205.05 and lkr 351.51 per kilogram or between lkr 92.99 and lkr 159.41 per pound(lb) in colombo and jaffna.
Milk & Cream,Colombo City,KG,actual,Retail,LKR,206.03,533.25,369.64,the retail price range in sri lanka rupee for milk & cream is between lkr 206.03 and lkr 533.25 per kilogram or between lkr 93.44 and lkr 241.84 per pound(lb) in colombo and jaffna.
Millet,Colombo City,KG,actual,Retail,LKR,760.54,2433.72,1597.13,"the retail price range in sri lanka rupee for millet is between lkr 760.54 and lkr 2,433.72 per kilogram or between lkr 344.92 and lkr 1,103.73 per pound(lb) in colombo and jaffna."
Mineral water,Colombo City,KG,actual,Retail,LKR,4.79,24.53,14.66,the retail price range in sri lanka rupee for mineral water is between lkr 4.79 and lkr 24.53 per kilogram or between lkr 2.17 and lkr 11.12 per pound(lb) in colombo and jaffna.
Mint Oil,Colombo City,KG,actual,Retail,LKR,3597.74,5998.23,4797.98,"the retail price range in sri lanka rupee for mint oil is between lkr 3,597.74 and lkr 5,998.23 per kilogram or between lkr 1,631.63 and lkr 2,720.29 per pound(lb) in colombo and jaffna."
Miso,Colombo City,KG,actual,Retail,LKR,2422.2,3743.4,3082.8,"the retail price range in sri lanka rupee for miso is between lkr 2,422.20 and lkr 3,743.40 per kilogram or between lkr 1,098.50 and lkr 1,697.69 per pound(lb) in colombo and jaffna."
Mixtures of vegetables,Colombo City,KG,actual,Retail,LKR,151.0,1208.0,679.5,"the retail price range in sri lanka rupee for mixtures of vegetables is between lkr 151.00 and lkr 1,208.00 per kilogram or between lkr 68.48 and lkr 547.85 per pound(lb) in colombo and jaffna."
Molasses,Colombo City,KG,actual,Retail,LKR,1398.2,1603.9,1501.05,"the retail price range in sri lanka rupee for molasses is between lkr 1,398.20 and lkr 1,603.90 per kilogram or between lkr 634.10 and lkr 727.39 per pound(lb) in colombo and jaffna."
Molluscs,Colombo City,KG,actual,Retail,LKR,731.77,1170.83,951.3,"the retail price range in sri lanka rupee for molluscs is between lkr 731.77 and lkr 1,170.83 per kilogram or between lkr 331.87 and lkr 530.99 per pound(lb) in colombo and jaffna."
Mucilages and thickeners,Colombo City,KG,actual,Retail,LKR,273.25,1455.38,864.32,"the retail price range in sri lanka rupee for mucilages and thickeners is between lkr 273.25 and lkr 1,455.38 per kilogram or between lkr 123.92 and lkr 660.03 per pound(lb) in colombo and jaffna."
Mung beans,Colombo City,KG,actual,Retail,LKR,238.18,476.36,357.27,the retail price range in sri lanka rupee for mung beans is between lkr 238.18 and lkr 476.36 per kilogram or between lkr 108.02 and lkr 216.03 per pound(lb) in colombo and jaffna.
Mushrooms and Truffles,Colombo City,KG,actual,Retail,LKR,3247.82,4682.91,3965.36,"the retail price range in sri lanka rupee for mushrooms and truffles is between lkr 3,247.82 and lkr 4,682.91 per kilogram or between lkr 1,472.94 and lkr 2,123.77 per pound(lb) in colombo and jaffna."
Mushrooms &Truffles,Colombo City,KG,actual,Retail,LKR,730.77,2923.08,1826.92,"the retail price range in sri lanka rupee for mushrooms &truffles is between lkr 730.77 and lkr 2,923.08 per kilogram or between lkr 331.41 and lkr 1,325.66 per pound(lb) in colombo and jaffna."
Mushrooms,Colombo City,KG,actual,Retail,LKR,1346.12,2243.54,1794.83,"the retail price range in sri lanka rupee for mushrooms is between lkr 1,346.12 and lkr 2,243.54 per kilogram or between lkr 610.49 and lkr 1,017.48 per pound(lb) in colombo and jaffna."
Mussels,Colombo City,KG,actual,Retail,LKR,1512.35,2724.66,2118.51,"the retail price range in sri lanka rupee for mussels is between lkr 1,512.35 and lkr 2,724.66 per kilogram or between lkr 685.87 and lkr 1,235.67 per pound(lb) in colombo and jaffna."
Mustard Flour,Colombo City,KG,actual,Retail,LKR,684.07,1362.12,1023.1,"the retail price range in sri lanka rupee for mustard flour is between lkr 684.07 and lkr 1,362.12 per kilogram or between lkr 310.24 and lkr 617.74 per pound(lb) in colombo and jaffna."
Mustard greens,Colombo City,KG,actual,Retail,LKR,755.54,1359.97,1057.76,"the retail price range in sri lanka rupee for mustard greens is between lkr 755.54 and lkr 1,359.97 per kilogram or between lkr 342.65 and lkr 616.77 per pound(lb) in colombo and jaffna."
Mustard Seeds,Colombo City,KG,actual,Retail,LKR,143.2,355.02,249.11,the retail price range in sri lanka rupee for mustard seeds is between lkr 143.20 and lkr 355.02 per kilogram or between lkr 64.94 and lkr 161.01 per pound(lb) in colombo and jaffna.
Mutton,Colombo City,KG,actual,Retail,LKR,2072.41,4014.55,3043.48,"the retail price range in sri lanka rupee for mutton is between lkr 2,072.41 and lkr 4,014.55 per kilogram or between lkr 939.87 and lkr 1,820.66 per pound(lb) in colombo and jaffna."
Natural Gum Arabic,Colombo City,KG,actual,Retail,LKR,1093.23,5004.31,3048.77,"the retail price range in sri lanka rupee for natural gum arabic is between lkr 1,093.23 and lkr 5,004.31 per kilogram or between lkr 495.80 and lkr 2,269.53 per pound(lb) in colombo and jaffna."
Natural Honey,Colombo City,KG,actual,Retail,LKR,1239.19,2419.38,1829.29,"the retail price range in sri lanka rupee for natural honey is between lkr 1,239.19 and lkr 2,419.38 per kilogram or between lkr 561.99 and lkr 1,097.22 per pound(lb) in colombo and jaffna."
Natural Lac,Colombo City,KG,actual,Retail,LKR,254.27,768.72,511.5,the retail price range in sri lanka rupee for natural lac is between lkr 254.27 and lkr 768.72 per kilogram or between lkr 115.31 and lkr 348.63 per pound(lb) in colombo and jaffna.
Natural Rubber,Colombo City,KG,actual,Retail,LKR,238.79,498.21,368.5,the retail price range in sri lanka rupee for natural rubber is between lkr 238.79 and lkr 498.21 per kilogram or between lkr 108.29 and lkr 225.95 per pound(lb) in colombo and jaffna.
Nectarines,Colombo City,KG,actual,Retail,LKR,1658.46,2563.08,2110.77,"the retail price range in sri lanka rupee for nectarines is between lkr 1,658.46 and lkr 2,563.08 per kilogram or between lkr 752.14 and lkr 1,162.39 per pound(lb) in colombo and jaffna."
Nile Perch,Colombo City,KG,actual,Retail,LKR,1179.44,4431.04,2805.24,"the retail price range in sri lanka rupee for nile perch is between lkr 1,179.44 and lkr 4,431.04 per kilogram or between lkr 534.90 and lkr 2,009.54 per pound(lb) in colombo and jaffna."
Nutmeg,Colombo City,KG,actual,Retail,LKR,1983.69,3007.14,2495.41,"the retail price range in sri lanka rupee for nutmeg is between lkr 1,983.69 and lkr 3,007.14 per kilogram or between lkr 899.63 and lkr 1,363.78 per pound(lb) in colombo and jaffna."
Nutritional yeast,Colombo City,KG,actual,Retail,LKR,2493.31,3101.86,2797.59,"the retail price range in sri lanka rupee for nutritional yeast is between lkr 2,493.31 and lkr 3,101.86 per kilogram or between lkr 1,130.75 and lkr 1,406.74 per pound(lb) in colombo and jaffna."
Nuts,Colombo City,KG,actual,Retail,LKR,2038.35,3615.47,2826.91,"the retail price range in sri lanka rupee for nuts is between lkr 2,038.35 and lkr 3,615.47 per kilogram or between lkr 924.42 and lkr 1,639.67 per pound(lb) in colombo and jaffna."
Oat flour,Colombo City,KG,actual,Retail,LKR,1027.6,1908.4,1468.0,"the retail price range in sri lanka rupee for oat flour is between lkr 1,027.60 and lkr 1,908.40 per kilogram or between lkr 466.03 and lkr 865.49 per pound(lb) in colombo and jaffna."
Oats,Colombo City,KG,actual,Retail,LKR,229.78,415.36,322.57,the retail price range in sri lanka rupee for oats is between lkr 229.78 and lkr 415.36 per kilogram or between lkr 104.21 and lkr 188.37 per pound(lb) in colombo and jaffna.
Octopus,Colombo City,KG,actual,Retail,LKR,2807.16,4491.46,3649.31,"the retail price range in sri lanka rupee for octopus is between lkr 2,807.16 and lkr 4,491.46 per kilogram or between lkr 1,273.09 and lkr 2,036.94 per pound(lb) in colombo and jaffna."
Oil cake (Press cake),Colombo City,KG,actual,Retail,LKR,222.14,1036.65,629.39,"the retail price range in sri lanka rupee for oil cake (press cake) is between lkr 222.14 and lkr 1,036.65 per kilogram or between lkr 100.74 and lkr 470.13 per pound(lb) in colombo and jaffna."
Okra,Colombo City,KG,actual,Retail,LKR,531.89,987.8,759.85,the retail price range in sri lanka rupee for okra is between lkr 531.89 and lkr 987.80 per kilogram or between lkr 241.22 and lkr 447.98 per pound(lb) in colombo and jaffna.
Oleoresins,Colombo City,KG,actual,Retail,LKR,1660.15,2616.65,2138.4,"the retail price range in sri lanka rupee for oleoresins is between lkr 1,660.15 and lkr 2,616.65 per kilogram or between lkr 752.90 and lkr 1,186.69 per pound(lb) in colombo and jaffna."
Olive Oil,Colombo City,KG,actual,Retail,LKR,1324.11,2618.79,1971.45,"the retail price range in sri lanka rupee for olive oil is between lkr 1,324.11 and lkr 2,618.79 per kilogram or between lkr 600.50 and lkr 1,187.66 per pound(lb) in colombo and jaffna."
Olives,Colombo City,KG,actual,Retail,LKR,1553.35,2440.98,1997.16,"the retail price range in sri lanka rupee for olives is between lkr 1,553.35 and lkr 2,440.98 per kilogram or between lkr 704.47 and lkr 1,107.02 per pound(lb) in colombo and jaffna."
Onions,Colombo City,KG,actual,Retail,LKR,202.83,653.23,428.03,the retail price range in sri lanka rupee for onions is between lkr 202.83 and lkr 653.23 per kilogram or between lkr 91.99 and lkr 296.25 per pound(lb) in colombo and jaffna.
Orange juice,Colombo City,KG,actual,Retail,LKR,751.5,1252.51,1002.0,"the retail price range in sri lanka rupee for orange juice is between lkr 751.50 and lkr 1,252.51 per kilogram or between lkr 340.82 and lkr 568.03 per pound(lb) in colombo and jaffna."
Oranges,Colombo City,KG,actual,Retail,LKR,38.0,70.16,54.08,the retail price range in sri lanka rupee for oranges is between lkr 38.00 and lkr 70.16 per kilogram or between lkr 17.24 and lkr 31.82 per pound(lb) in colombo and jaffna.
Orchids,Colombo City,KG,actual,Retail,LKR,152.09,669.21,410.65,the retail price range in sri lanka rupee for orchids is between lkr 152.09 and lkr 669.21 per kilogram or between lkr 68.98 and lkr 303.49 per pound(lb) in colombo and jaffna.
Ossein and bones,Colombo City,KG,actual,Retail,LKR,4712.0,5928.0,5320.0,"the retail price range in sri lanka rupee for ossein and bones is between lkr 4,712.00 and lkr 5,928.00 per kilogram or between lkr 2,136.96 and lkr 2,688.44 per pound(lb) in colombo and jaffna."
Other Cereals flour,Colombo City,KG,actual,Retail,LKR,723.92,1232.14,978.03,"the retail price range in sri lanka rupee for other cereals flour is between lkr 723.92 and lkr 1,232.14 per kilogram or between lkr 328.31 and lkr 558.79 per pound(lb) in colombo and jaffna."
Other Cereals,Colombo City,KG,actual,Retail,LKR,898.56,2701.7,1800.13,"the retail price range in sri lanka rupee for other cereals is between lkr 898.56 and lkr 2,701.70 per kilogram or between lkr 407.51 and lkr 1,225.26 per pound(lb) in colombo and jaffna."
Oysters,Colombo City,KG,actual,Retail,LKR,3206.66,7704.44,5455.55,"the retail price range in sri lanka rupee for oysters is between lkr 3,206.66 and lkr 7,704.44 per kilogram or between lkr 1,454.27 and lkr 3,494.08 per pound(lb) in colombo and jaffna."
Palm nuts and kernels,Colombo City,KG,actual,Retail,LKR,737.0,6839.36,3788.18,"the retail price range in sri lanka rupee for palm nuts and kernels is between lkr 737.00 and lkr 6,839.36 per kilogram or between lkr 334.24 and lkr 3,101.75 per pound(lb) in colombo and jaffna."
Palm Oil,Colombo City,KG,actual,Retail,LKR,183.67,266.62,225.14,the retail price range in sri lanka rupee for palm oil is between lkr 183.67 and lkr 266.62 per kilogram or between lkr 83.30 and lkr 120.92 per pound(lb) in colombo and jaffna.
Parsnips,Colombo City,KG,actual,Retail,LKR,681.58,1060.23,870.9,"the retail price range in sri lanka rupee for parsnips is between lkr 681.58 and lkr 1,060.23 per kilogram or between lkr 309.11 and lkr 480.83 per pound(lb) in colombo and jaffna."
