Main Meal,Side Meal,Complete Meal,Ingredients,Quantities,Meal_Ingredient_Ids,Energy(Kcal),Protein(g),Total fat(g),Carbohydrates(g),Total Dietary Fibre(g),Vitamin A(µg),Vitamin D(µg),Viatmin K(µg),Vitamin E(mg),Calcium(mg),Phosphorus(mg),Magnesium(mg),Sodium(mg),Potassium(mg),Saturated Fatty Acids(mg),Monounsaturated Fatty Acids(mg),Polyunsaturated Fatty Acids(mg),Free sugar(g),Starch(g)
Red Rice,"Pol Sambol, Banana Blossom Curry, Murunga Curry, Egg Curry","Red Rice with Pol Sambol, Banana Blossom Curry, Murunga Curry, Egg Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Banana blossom,  Coconut milk,  Spices, Drumstick, Egg,  Chillies","160.0, 200.0, 20.0, 40.0, 12.0, 12.0, 60.0, 105.0, 35.0, 100.0, 50.0, 10.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD065, SLK006, SLD041, SLI006, SLH001,  SLI005",2188.8,90.36800000000001,156.192,241.95200000000003,150.07999999999998,437.13599999999997,34.448,1242.0800000000002,17.92,1498.304,1865.3119999999997,1106.24,442.704,6828.8,78300.24,32268.336000000003,9960.655999999999,34.31999999999999,183.136
Red Rice,"Soya Meat Curry, Fish Curry, Sinhala Achcharu, Polos Ambula","Red Rice with Soya Meat Curry, Fish Curry, Sinhala Achcharu, Polos Ambula","Red rice, Soya meat,  Coconut milk,  Chillies, Fish,  Spices, curry leaves, Carrot,  onion,  green chillies,  Vinegar, Jackfruit,  coconut milk,  chillies,  curry leaves","160.0, 200.0, 160.0, 40.0, 150.0, 9.0, 6.0, 60.0, 70.0, 30.0, 20.0, 80.0, 30.0, 10.0, 10.0","SLA009, SLK008, SLI005, SLK004, SLF013, SLK006, SLK009, SLB002, SLD060, SLK002, SLI017, SLD049",3796.7999999999997,123.36,324.144,221.408,218.272,4359.504,249.72799999999998,1259.216,20.0,3960.5759999999996,2502.304,2038.1440000000005,542.8960000000001,10428.800000000001,73567.55200000001,37637.536,15544.096000000001,27.872000000000003,163.408
Red Rice,"Lotus Root Curry, Sweet Corn Curry, Egg Curry, Jaffna Crab Curry","Red Rice with Lotus Root Curry, Sweet Corn Curry, Egg Curry, Jaffna Crab Curry","Red rice, Lotus root,  Coconut milk,  Chillies, Sweet corn, Egg, Crab","160.0, 200.0, 250.0, 100.0, 150.0, 100.0, 50.0","SLA009, SLB005,  SLI005, SLK002, SLD037,  SLI005 , SLH001, SLF045",1235.1999999999998,61.904,29.904,174.67200000000003,29.136,407.58399999999995,66.976,336.68800000000005,9.008,624.5439999999999,1102.1119999999999,285.792,781.7280000000001,2820.7999999999997,8044.9760000000015,9956.624,6031.999999999999,3.056,151.6
Red Rice,"Chicken Curry, Thalapath Fish Curry, Cashew Curry, Egg Curry","Red Rice with Chicken Curry, Thalapath Fish Curry, Cashew Curry, Egg Curry","Red rice, Chicken,  Coconut milk,  Spices, Thalapath fish, Cashew,  Chillies, Egg","160.0, 160.0, 190.0, 50.0, 150.0, 100.0, 30.0, 50.0","SLA009, SLH006, SLI005, SLK006, SLF019, SLI004,  SLI005, SLK002, SLH001",3094.4,159.008,245.69600000000003,203.77599999999998,118.816,461.712,22.128,258.432,16.848000000000003,1423.7120000000002,2906.9280000000003,1349.0240000000001,509.58399999999995,6321.599999999999,92868.8,79774.624,22904.0,21.040000000000003,164.48000000000002
Red Rice,"Gotu Kola Sambol, Eggplant Curry, Fish Curry, Maalu Badun","Red Rice with Gotu Kola Sambol, Eggplant Curry, Fish Curry, Maalu Badun","Red rice, Gotu Kola,  Coconut,  Onion, Eggplant,  Spices,  Coconut milk, Fish, curry leaves,  Oil","160.0, 40.0, 60.0, 60.0, 90.0, 12.0, 70.0, 190.0, 4.0, 15.0","SLA009, SLD048, SLI005, SLD060, SLD019, SLK006, , SLF013, SLK009, SLF035, SLJ002",3385.6000000000004,136.048,298.55999999999995,175.66400000000002,158.368,2719.456,217.472,1311.792,19.056,2576.3520000000003,2236.7839999999997,1379.872,406.208,7284.8,73588.88000000002,24573.920000000002,8851.295999999998,19.072,139.312
Red Rice,"Fish Curry, Lotus Root Curry, Leeks Curry, Dhal Vade","Red Rice with Fish Curry, Lotus Root Curry, Leeks Curry, Dhal Vade","Red rice, Fish,  Coconut milk,  Spices, curry leaves, Lotus root,  Chillies, Leeks, Lentils,  chillie,  Oil","160.0, 200.0, 205.0, 12.0, 8.0, 150.0, 50.0, 100.0, 50.0, 15.0, 30.0","SLA009, SLF013, SLI005, SLK006, SLK009, SLB005,  SLI005, SLK002, SLD055, SLC009, SLJ002",3840.0,136.704,299.312,284.192,168.672,2386.864,213.74399999999997,650.1120000000001,16.544,2525.504,2395.52,1334.544,292.784,8372.8,73019.424,24440.528000000002,9462.831999999999,21.759999999999998,234.416
Red Rice,"Mint Sambol, Seeni Sambol, Fish Curry, Simmered Fish Roe","Red Rice with Mint Sambol, Seeni Sambol, Fish Curry, Simmered Fish Roe","Red rice, Mint,  Coconut,  pepper, Onion,  Sugar,  chillii, Fish,  Coconut milk,  Spices, curry leaves,  Oil,  flour,  egg","160.0, 240.0, 120.0, 20.0, 150.0, 15.0, 15.0, 170.0, 40.0, 6.0, 4.0, 30.0, 20.0, 10.0","SLA009, SLI020,  SLI005, SLK018, SLD060, SLI011, SLK002, SLF013, SLI005, SLK006, SLK009, SLF054, SLA018, SLH001",4611.2,287.568,175.024,608.3199999999999,253.872,2975.9200000000005,273.66400000000004,1361.344,23.68,3343.088,3214.5280000000002,1830.24,17527.328,11060.800000000001,83872.176,35469.920000000006,15202.864,181.232,308.64
Red Rice,"Devilled Chicken, Thalapath Fish Curry, Tapioca Chips, Simmered Fish Roe","Red Rice with Devilled Chicken, Thalapath Fish Curry, Tapioca Chips, Simmered Fish Roe","Red rice, Chicken,  Chili,  Curry leaves, Onion, Thalapath fish,  Coconut milk,  Spices, Tapioca,  Oil,  Salt,  chillies, Fish,  flour,  egg","160.0, 200.0, 20.0, 40.0, 80.0, 150.0, 75.0, 30.0, 100.0, 70.0, 20.0, 20.0, 70.0, 20.0, 10.0","SLA009, SLH006, SLK002, SLK009, SLD060, SLF019, SLI005, SLK006, SLB011,  SLJ002,  SLK002, SLF054, SLA018, SLH001",3480.0,260.432,187.008,322.28799999999995,162.09599999999998,2720.5600000000004,231.792,1116.8960000000002,21.247999999999998,2669.936,3183.968,1645.7920000000001,17554.256,9024.000000000002,85764.16,37322.128000000004,15088.655999999997,24.224000000000004,276.94399999999996
Red Rice,"Malu Mirisata, potatoe cheese Balls, Pineapple Pickle, Kiri Hodi","Red Rice with Malu Mirisata, potatoe cheese Balls, Pineapple Pickle, Kiri Hodi","Red rice, Fish,  Chili,  curry leaves, cheese,  Potatoes,  pepper, Pineapple,  salt, Coconut milk","160.0, 200.0, 40.0, 12.0, 90.0, 180.0, 50.0, 100.0, 10.0, 60.0","SLA009, SLF013, SLK002, SLK009, SLG002,  SLB006,  SLK018, SLE041, SLI005",1971.2,109.52,153.776,183.52,71.776,2643.8880000000004,378.51200000000006,506.336,12.896,2239.28,2168.144,598.1120000000001,2253.7119999999995,3667.2000000000003,70666.192,7061.103999999999,4493.567999999999,26.848000000000003,128.56
Red Rice,"Devilled Fish, Spinach Curry, Lotus Root Curry, Mint Sambol","Red Rice with Devilled Fish, Spinach Curry, Lotus Root Curry, Mint Sambol","Red rice, Fish,  Chili,  Curry leaves, Onion, Spinach,  Coconut milk,  Spices, Lotus root,  Chillies, Mint,  Coconut,  pepper","160.0, 200.0, 20.0, 20.0, 80.0, 90.0, 170.0, 90.0, 100.0, 20.0, 60.0, 30.0, 5.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLI022,  SLI005, SLK006, SLB005, SLI020, SLK018",2267.2000000000003,111.21599999999998,43.168000000000006,342.832,231.584,2572.256,255.83999999999997,1321.7600000000002,11.44,3132.64,1359.008,1398.624,326.784,9379.2,4617.616,19020.112,8614.064,8.4,216.0
Red Rice,"Vegetable Cutlets, Garlic curry, Polos Mallum, Sinhala Achcharu","Red Rice with Vegetable Cutlets, Garlic curry, Polos Mallum, Sinhala Achcharu","Red rice, Carrot,  Potatoes,  Chillies, Garlic,  Coconut milk,  chillies,  curry leaves , Jackfruit,  Coconut,  oil,  onion,  green chillies,  Vinegar","160.0, 150.0, 160.0, 40.0, 150.0, 60.0, 30.0, 15.0, 100.0, 60.0, 10.0, 35.0, 15.0, 10.0","SLA009, SLB002,  SLB006,  SLK002, SLK011, SLI005, SLK002, SLK009, SLE024, SLJ002, SLD060, SLI017",3023.9999999999995,61.312000000000005,268.96,221.51999999999998,96.08000000000001,4274.0960000000005,219.36,950.48,15.360000000000001,1351.792,1122.8319999999999,760.5440000000001,196.33599999999998,4881.599999999999,70887.632,7064.031999999999,4892.08,46.480000000000004,158.23999999999998
Red Rice,"Egg Curry, Tapioca Chips, Polos Mallum, Kappa Masala","Red Rice with Egg Curry, Tapioca Chips, Polos Mallum, Kappa Masala","Red rice, Egg,  Coconut milk,  Chillies, Tapioca,  Oil,  Salt,  chillies, Jackfruit,  Coconut,  oil, Cassava","160.0, 200.0, 100.0, 40.0, 150.0, 60.0, 30.0, 30.0, 100.0, 85.0, 10.0, 60.0","SLA009, SLH001,  SLI005, SLK002, SLB011,  SLJ002,  SLK002, SLE024, SLI005, SLJ002, SLI014",3264.0,59.152,287.52,257.536,53.008,421.296,15.568,164.208,13.024000000000001,277.248,1180.464,378.22400000000005,327.92,3398.4,76305.584,15041.392000000002,6160.4,35.216,149.104
Red Rice,"Murunga Curry, Pumpkin Leaves Curry, Coconut Sambol, Maalu Badun","Red Rice with Murunga Curry, Pumpkin Leaves Curry, Coconut Sambol, Maalu Badun","Red rice, Drumstick,  Coconut milk,  Spices, Pumpkin leaves,  Chillies, Coconut,  Chili,  Onion, Fish,  Oil","160.0, 200.0, 175.0, 40.0, 150.0, 30.0, 100.0, 30.0, 40.0, 90.0, 15.0","SLA009, SLD041, SLI006, SLK006, SLI026,  SLI005, SLK002, SLI005,  SLK002, SLD060, SLF035, SLJ002",3208.0,97.168,296.79999999999995,179.29600000000002,131.872,130.30399999999997,23.759999999999998,1123.152,14.816000000000003,1360.4480000000003,1789.936,1046.944,236.64,5856.0,72844.112,24489.408,7868.719999999999,19.792,135.83999999999997
Red Rice,"Chicken Curry, Seer Fish Curry, Dry Fish Curry, Seeni Sambol","Red Rice with Chicken Curry, Seer Fish Curry, Dry Fish Curry, Seeni Sambol","Red rice, Chicken,  Coconut milk,  Spices, Seer fish,  Chillies, Dry fish, Onion,  Sugar,  chillii","160.0, 160.0, 165.0, 20.0, 150.0, 50.0, 100.0, 50.0, 5.0, 5.0","SLA009, SLH006, SLI005, SLK006, SLF025,  SLI005, SLK002, SLF020,  SLK002, SLD060, SLI011",2788.8,152.832,160.56000000000003,328.94399999999996,120.47999999999999,265.36,18.447999999999997,583.072,17.696,2044.9600000000003,2177.648,1103.5520000000001,359.90400000000005,6441.599999999999,78561.616,28096.992000000002,10100.464000000002,176.8,134.064
Red Rice,"Ash Plantain Curry, Leeks Curry, Tender Jackfruit Fry, Indian Fish Curry","Red Rice with Ash Plantain Curry, Leeks Curry, Tender Jackfruit Fry, Indian Fish Curry","Red rice, Ash plantain,  Coconut milk,  Chillies, Leeks, Jackfruit,  Oil, Fish,  chillies","160.0, 200.0, 205.0, 70.0, 150.0, 180.0, 40.0, 60.0, 10.0","SLA009, SLD005, SLI005, SLK004, SLD055,  SLI005, SLK002, SLD049, SLJ002, SLF034",4219.2,65.232,432.688,164.592,57.61599999999999,113.82399999999998,19.887999999999998,168.912,12.48,301.168,1211.264,386.224,202.81599999999997,3865.6,73315.42399999998,8293.759999999998,4781.376,16.992,131.488
Red Rice,"Chicken Curry, Cabbage Mallung, Cauliflower Pickle, Shrimp Cutlets","Red Rice with Chicken Curry, Cabbage Mallung, Cauliflower Pickle, Shrimp Cutlets","Red rice, Chicken,  Coconut milk,  Spices, Cabbage,  Coconut, Cauliflower,  Oil,  Garlic, Shrimp,  Potatoes,  flour","160.0, 160.0, 40.0, 35.0, 60.0, 30.0, 200.0, 100.0, 40.0, 30.0, 50.0, 20.0","SLA009, SLH006, SLI005, SLK006, SLD021, SLD031, SLJ002, SLK011, SLI015, SLB006, SLA018",4225.6,153.552,309.584,341.472,130.86399999999998,131.07199999999997,16.928,320.288,11.184000000000001,1567.9200000000003,2349.4719999999998,988.8639999999999,246.95999999999998,6856.000000000001,73169.504,25644.495999999996,7957.455999999999,34.752,288.752
Red Rice,"Cabbage Mallung, Drumstick Curry, Carrot Curry, Lotus Root Curry","Red Rice with Cabbage Mallung, Drumstick Curry, Carrot Curry, Lotus Root Curry","Red rice, Cabbage,  Coconut,  Spices, Drumstick,  Coconut milk, Carrot, Lotus root,  Chillies","160.0, 80.0, 40.0, 45.0, 150.0, 125.0, 100.0, 50.0, 10.0","SLA009, SLD021, SLI005, SLK006, SLD041, SLB002, SLB005,  SLI005, SLK002",1716.8000000000002,56.70400000000001,135.85600000000002,205.488,141.184,2089.12,15.056000000000001,952.144,13.008000000000001,1486.5120000000002,1494.208,949.3280000000001,272.40000000000003,6496.000000000001,72078.784,24182.752,7943.839999999999,25.248,158.784
Red Rice,"Dhal Curry, Jackfruit Curry, Ala Badun, Seeni Sambol","Red Rice with Dhal Curry, Jackfruit Curry, Ala Badun, Seeni Sambol","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Jackfruit, curry leaves, Potato,  Oil, onion, chilli, Onion,  Sugar,  chillii","160.0, 320.0, 70.0, 20.0, 20.0, 45.0, 15.0, 80.0, 20.0, 60.0, 10.0, 50.0, 5.0, 5.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLD049, SLK009, SLB006, SLJ002, SLD060, SLI011, SLK002",4776.0,115.44,305.56800000000004,527.5199999999999,216.01600000000002,2337.36,255.344,1024.096,21.823999999999998,2714.576,2469.248,1805.6480000000004,219.03999999999996,12310.400000000003,75168.432,24876.479999999996,11848.096000000001,186.784,295.79200000000003
Red Rice,"Potato Curry, Mango Curry, Murunga Curry, Spicy Crab","Red Rice with Potato Curry, Mango Curry, Murunga Curry, Spicy Crab","Red rice, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Mango, Drumstick, Crab,  Oil,  chillies","160.0, 80.0, 245.0, 90.0, 20.0, 8.0, 150.0, 100.0, 70.0, 20.0, 10.0","SLA009, SLB006, SLI005, SLK006, SLK009, SKL019, SLE030, SLD041, SLI006, SLF045, SLJ002, SLK002",3297.6,80.8,297.29600000000005,211.408,158.81599999999997,2616.192,215.04,1108.5919999999999,17.952,2735.344,1729.1359999999997,1301.0720000000001,652.192,7153.6,72543.85600000001,24436.496000000003,8246.656,33.088,156.99200000000002
Red Rice,"Pol Sambol, Fish Cutlets, Mint Sambol, Garlic curry","Red Rice with Pol Sambol, Fish Cutlets, Mint Sambol, Garlic curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Fish,  Potatoes,  Chillies, Mint,  Coconut,  pepper,  Coconut milk,  chillies,  curry leaves ","160.0, 200.0, 20.0, 40.0, 12.0, 62.0, 90.0, 150.0, 30.0, 120.0, 60.0, 10.0, 20.0, 10.0, 5.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLF034,  SLB006,  SLK002, SLI020,  SLI005, SLK018, SLK009",2504.0000000000005,139.00799999999998,120.65599999999999,354.016,185.87199999999999,2558.304,262.096,1215.296,20.48,2102.752,1621.6639999999998,1011.5039999999999,295.77599999999995,7712.000000000001,74477.072,9071.872,6980.031999999999,27.744,212.39999999999998
Red Rice,"Pol Sambol, Jackfruit Curry, Bottle Gourd Curry, Indian Fish Curry","Red Rice with Pol Sambol, Jackfruit Curry, Bottle Gourd Curry, Indian Fish Curry","Red rice, Coconut,  Chili,  Onion, Lime, Garlic, Jackfruit,  Coconut milk, curry leaves, Bottle gourd,  Chillies, Fish,  chillies","160.0, 200.0, 20.0, 40.0, 12.0, 12.0, 45.0, 110.0, 15.0, 100.0, 20.0, 60.0, 10.0","SLA009, SLI005, SLK002, SLD060, SLE028, SLK011, SLD049, SLK009, SLD015, SLF034",1651.2,88.496,114.62399999999998,207.728,101.888,2314.4640000000004,234.23999999999998,955.2640000000001,18.256000000000004,1462.576,1492.8639999999998,823.856,258.11199999999997,5654.400000000001,73555.344,8393.232,5551.647999999999,31.216,157.44
Red Rice,"Green Banana Curry, Pumpkin Leaves Curry, Garlic curry, Pumpkin curry","Red Rice with Green Banana Curry, Pumpkin Leaves Curry, Garlic curry, Pumpkin curry","Red rice, Green banana,  Coconut milk,  Chillies, Pumpkin leaves, Garlic,  chillies,  curry leaves , Pumpkin, curry leaves","160.0, 200.0, 235.0, 70.0, 150.0, 100.0, 30.0, 10.0, 60.0, 5.0","SLA009, SLD065,  SLI005, SLK002, SLI026, SLK011, SLI005, SLK009, SLD071",1545.6,62.416000000000004,109.616,223.12000000000003,83.82400000000001,2332.208,209.68,716.16,15.936,1244.112,1066.3839999999998,623.3280000000001,113.05600000000001,4297.599999999999,70921.24799999999,7135.632,4640.6720000000005,25.408,179.18399999999997
Red Rice,"Dhal Curry, Potato Curry, Cashew Curry, Capsicum Curry","Red Rice with Dhal Curry, Potato Curry, Cashew Curry, Capsicum Curry","Red rice, Dhal,  Coconut milk,  Spices, Termeric powder, Potato, curry leaves, Turmeric Powder, Cashew,  Chillies, Capsicum","160.0, 320.0, 205.0, 50.0, 20.0, 60.0, 15.0, 6.0, 100.0, 30.0, 50.0","SLA009, SLC009, SLI005, SLK006, SLK019, SLB006, SLK009, SKL019, SLI004,  SLI005, SLK002, SLF045",3633.6000000000004,154.352,217.74399999999997,397.1039999999999,202.4,2350.688,246.59199999999998,564.2880000000001,25.136000000000003,2974.5280000000002,3467.584,2154.2720000000004,687.2,12580.800000000003,87192.65600000002,69992.87999999999,23457.600000000002,27.712,326.144
Red Rice,"Brinjal Moju, Collard Greens Curry, Garlic curry, Devilled Beef","Red Rice with Brinjal Moju, Collard Greens Curry, Garlic curry, Devilled Beef","Red rice, Eggplant,  Vinegar,  Spices, Collard greens,  Coconut milk,  Chillies, Garlic,  chillies,  curry leaves , Beef,  Oil","160.0, 120.0, 160.0, 120.0, 150.0, 115.0, 30.0, 100.0, 25.0, 10.0, 80.0, 30.0","SLA009, SLD019,  SLI017,  SLK006, SLI024,  SLI005,  SLK002, SLK011, SLI005, SLK002, SLK009, SLH016, SLJ002",3137.6000000000004,95.92,280.976,201.69600000000003,81.24799999999999,2323.6960000000004,211.376,513.2,12.848000000000003,1243.808,1388.9279999999999,645.8240000000001,172.048,4476.8,75570.48,12208.656,5295.04,22.848000000000003,155.45600000000002
Red Rice,"Brinjal Moju, Papaya Curry, Carrot Sambol, Devilled Beef","Red Rice with Brinjal Moju, Papaya Curry, Carrot Sambol, Devilled Beef","Red rice, Eggplant,  Vinegar,  Spices, Papaya,  Coconut milk, Carrot,  Coconut,  pepper, Beef,  Oil,  chillies","160.0, 120.0, 160.0, 150.0, 150.0, 75.0, 100.0, 20.0, 10.0, 80.0, 30.0, 5.0","SLA009, SLD019,  SLI017,  SLK006, SLE038, SLI006, SLK004, SLB002,  SLI005,  SLK018, SLH016, SLJ002, SLK002",3920.0,59.168000000000006,338.0,156.27200000000002,30.256,2358.896,10.448,106.144,1.6320000000000001,149.04,879.024,217.2,189.74400000000003,2569.6,6633.023999999999,6344.799999999999,3271.392,15.359999999999998,127.6
Red Rice,"Cashew Curry, Radish Sambol, Fish Curry, Polos Ambula","Red Rice with Cashew Curry, Radish Sambol, Fish Curry, Polos Ambula","Red rice, Cashew,  Coconut milk,  Chillies, Radish,  Coconut,  pepper, Fish,  Spices, curry leaves, Jackfruit,  coconut milk,  chillies,  curry leaves","160.0, 200.0, 140.0, 40.0, 180.0, 90.0, 15.0, 100.0, 6.0, 4.0, 80.0, 30.0, 10.0, 10.0","SLA009, SLI004,  SLI005, SLK002, SLB007, SLI005, SLK018, SLF013, SLK006, SLK009, SLD049",3088.0,144.33599999999998,213.21599999999995,283.90399999999994,217.088,2606.672,268.16,867.568,19.344,3247.84,2887.248,1921.6800000000003,321.20000000000005,10518.400000000003,85543.568,69983.68,21603.744,27.328000000000003,226.144
Red Rice,"Devilled Fish, Bitter Leaf Curry, Maalu Badun, Ginger Chicken","Red Rice with Devilled Fish, Bitter Leaf Curry, Maalu Badun, Ginger Chicken","Red rice, Fish,  Chili,  Curry leaves, Onion, Bitter leaves,  Coconut milk,  Chillies,  Oil, Chicken,  Ginger","160.0, 380.0, 20.0, 20.0, 80.0, 150.0, 75.0, 40.0, 30.0, 50.0, 25.0","SLA009, SLF006, SLK002, SLK009, SLD060, SLD013, SLI005, SLF035, SLJ002, SLH006, SLK012",3212.8,126.0,286.544,176.176,88.128,2433.264,228.464,1026.368,16.72,1351.9200000000003,1777.328,895.6000000000001,266.704,5662.4,73516.944,9117.359999999999,6436.8,16.096,137.79199999999997
Red Rice,"Elumas Curry, Pumpkin Leaves Curry, Coconut Sambol, Devilled Beef","Red Rice with Elumas Curry, Pumpkin Leaves Curry, Coconut Sambol, Devilled Beef","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Pumpkin leaves,  Chillies, Coconut,  Chili,  Onion, Beef,  Oil,  chillies","160.0, 200.0, 155.0, 20.0, 8.0, 150.0, 30.0, 100.0, 30.0, 40.0, 80.0, 30.0, 5.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLI026,  SLI005, SLK002,  SLK002, SLD060, SLH016, SLJ002",3550.4000000000005,135.37600000000003,317.856,177.488,149.712,2328.8160000000003,215.376,980.7040000000001,17.216,2416.912,1993.728,1315.2320000000002,321.72799999999995,6830.4,82044.944,32806.528,9128.096,17.792,138.768
Red Rice,"Gotu Kola Sambol, Potato Curry, Ulundu Wade, Devilled Beef","Red Rice with Gotu Kola Sambol, Potato Curry, Ulundu Wade, Devilled Beef","Red rice, Gotu Kola,  Coconut,  Onion, Potato,  Coconut milk,  Spices, curry leaves, Turmeric Powder, Urad,  flour,  Oil, Beef,  chillies","160.0, 40.0, 60.0, 60.0, 60.0, 90.0, 30.0, 15.0, 6.0, 60.0, 80.0, 70.0, 80.0, 5.0","SLA009, SLD048, SLI005, SLD060, SLB006, SLK006, SLK009, SKL019, SLI020,  SLA08,  SLJ002, SLH016, SLJ002, SLK002",3996.7999999999997,139.84,310.8,296.99199999999996,208.032,2686.096,215.68,1322.624,18.288,2574.608,1836.768,1388.448,313.18399999999997,7772.799999999999,77336.528,29294.543999999998,9128.096,19.376,158.8
Red Rice,"Carrot Curry, Fish Patties, Beef Curry, Mint Sambol","Red Rice with Carrot Curry, Fish Patties, Beef Curry, Mint Sambol","Red rice, Carrot,  Coconut milk,  Spices, Fish,  Flour,  Oil, Beef,  Chillies, Mint,  Coconut,  pepper","160.0, 200.0, 130.0, 20.0, 120.0, 90.0, 90.0, 120.0, 20.0, 60.0, 30.0, 5.0","SLA009, SLB002, SLI005, SLK006, SLF036,  SLF034,  SLJ002, SLH016,  SLI005, SLK002, SLI020, SLK018",2833.6000000000004,173.10399999999998,154.496,325.77599999999995,218.432,2370.912,52.303999999999995,439.47200000000004,14.080000000000002,2044.6080000000002,2143.136,1176.464,338.528,8420.8,78226.79999999999,30197.6,10153.600000000002,21.712000000000003,190.336
Red Rice,"Spinach Curry, Octopus Curry, Collard Greens Curry, Sinhala Achcharu","Red Rice with Spinach Curry, Octopus Curry, Collard Greens Curry, Sinhala Achcharu","Red rice, Spinach,  Coconut milk,  Spices, Octopus,  Chillies, Collard greens, Carrot,  onion,  green chillies,  Vinegar","160.0, 120.0, 285.0, 120.0, 150.0, 50.0, 100.0, 30.0, 35.0, 15.0, 10.0","SLA009, SLI022,  SLI005, SLK006, SLF042, SLK002, SLI024,  SLK002, SLB002, SLD060, SLI017",1398.4,71.63199999999999,36.672,176.44799999999998,102.47999999999999,2127.456,19.872,554.864,6.288,1334.304,1197.232,915.488,666.8639999999999,5299.2,3401.216,18217.487999999998,6396.463999999999,11.68,136.016
Red Rice,"Vegetable Cutlets, Cauliflower Pickle, Maalu Badun, Simmered Fish Roe","Red Rice with Vegetable Cutlets, Cauliflower Pickle, Maalu Badun, Simmered Fish Roe","Red rice, Carrot,  Potatoes,  Chillies, Cauliflower,  Oil,  Garlic, Fish,  flour,  egg","160.0, 120.0, 160.0, 40.0, 300.0, 210.0, 60.0, 250.0, 20.0, 10.0","SLA009, SLB002,  SLB006,  SLK002, SLD031, SLJ002, SLK011, SLF035, SLF054, SLA018, SLH001",3809.5999999999995,204.352,199.392,290.60799999999995,31.759999999999998,2380.112,28.16,182.768,5.632000000000001,331.728,2302.4480000000003,492.288,17475.552000000003,4248.0,13040.704000000002,12163.6,8291.839999999998,17.04,262.448
Red Rice,"Parippu, Fish Cutlets, Shrimp Cutlets, Jackfruit Mallum","Red Rice with Parippu, Fish Cutlets, Shrimp Cutlets, Jackfruit Mallum","Red rice, Dhal,  Coconut milk, Termeric powder, Fish,  Potatoes,  Chillies, Shrimp,  flour, Jackfruit,  Coconut","160.0, 40.0, 40.0, 20.0, 90.0, 250.0, 30.0, 60.0, 40.0, 60.0, 30.0","SLA009, SLC009, SLI005, SLK019, SLF034,  SLB006,  SLK002, SLI015, SLB006, SLA018, SLD049",3000.0,164.144,121.31200000000001,452.62399999999997,101.2,120.16000000000001,49.03999999999999,78.28799999999998,16.816,603.696,2651.52,862.9759999999999,241.05599999999995,8875.2,75637.24799999998,9057.152000000002,8052.799999999999,30.016000000000002,391.59999999999997
Red Rice,"Papaya Curry, Vegetable Balls, Fish Curry, Spicy Crab","Red Rice with Papaya Curry, Vegetable Balls, Fish Curry, Spicy Crab","Red rice, Papaya,  Coconut milk,  Spices, Carrot,  leeks,  Jackfruit,  Potatoes,  pepper, Fish, curry leaves, Crab","160.0, 200.0, 104.0, 110.0, 90.0, 150.0, 30.0, 100.0, 40.0, 6.0, 20.0, 10.0","SLA009, SLE038, SLI006, SLK004, SLB002,  SLD055,  SLD049,  SLB006,  SLK018, SLF013, SLI005, SLK006, SLK009, SLF045, SLJ002, SLK002",4756.799999999999,111.90400000000001,457.664,184.88,153.37599999999998,4626.4,215.504,559.296,18.496,2744.96,2056.0319999999997,1274.6080000000002,800.864,6768.0,72756.46400000002,24281.216,8570.592,28.656000000000002,138.96
Red Rice,"Chicken Curry, Jackfruit Curry, Papaya Curry, Indian Fish Curry","Red Rice with Chicken Curry, Jackfruit Curry, Papaya Curry, Indian Fish Curry","Red rice, Chicken,  Coconut milk,  Spices, Jackfruit, curry leaves, Papaya, Fish,  chillies","160.0, 160.0, 150.0, 40.0, 45.0, 15.0, 100.0, 60.0, 10.0","SLA009, SLH006, SLI005, SLK006, SLD049, SLK009, SLE038, SLI006, SLK004, SLF034, SLK002",3529.6000000000004,126.976,315.904,182.064,158.30399999999997,2628.7360000000003,219.936,613.392,16.688000000000002,2520.8160000000003,2000.992,1256.128,323.08799999999997,6960.0,76130.768,26991.456000000002,9229.36,26.8,137.072
Red Rice,"Elumas Curry, Devilled Chicken, Beef Curry, Devilled Beef","Red Rice with Elumas Curry, Devilled Chicken, Beef Curry, Devilled Beef","Red rice, Goat,  Coconut milk,  Spices, curry leaves, Chicken,  Chili,  Curry leaves, Onion, Beef,  Chillies,  Oil,  chillies","160.0, 200.0, 130.0, 20.0, 8.0, 150.0, 15.0, 30.0, 60.0, 200.0, 20.0, 30.0, 5.0","SLA009, SLH018, SLI005, SLK006, SLK009, SLH006, SLK002, SLD060, SLH016,  SLI005, SLJ002",3801.6,167.36,332.0,173.76,149.712,2339.824,215.376,1031.344,17.584000000000003,2441.008,2276.928,1347.5200000000002,370.4,7313.599999999999,83289.744,34380.928,9696.096,17.792,138.768
